SCHOOL_DSTRCT_NM,SCHOOL_DSTRCT_CD,PERCENT_Grad_Rate,Percent Direct Certified,ACT Composite,STUDENT_COUNT_ALL_Attendance,FIVE_OR_FEWER_PERCENT_ALL_Attendance,SIX_TO_FIFTEEN_PERCENT_ALL_Attendance,OVER_15_PERCENT_ALL_Attendance,CHRONIC_ABSENT_PERC_ALL_Attendance,PROGRAM_PERCENT_Dropout,Teachers_Percent_Inexp,HOPE_ELIGIBLE_PCT,Debt Services_Expenditures_Per Student,Federal_Revenues_Per Student,General Administration_Expenditures_Per Student,Instruction_Expenditures_Per Student,Instructional Support_Expenditures_Per Student,Local_Revenues_Per Student,Maintenance and Operations_Expenditures_Per Student,Media_Expenditures_Per Student,Other_Revenues_Per Student,Pupil Services_Expenditures_Per Student,Renovation and Capital Projects_Expenditures_Per Student,School Administration_Expenditures_Per Student,School food Services_Expenditures_Per Student,State Other_Revenues_Per Student,State QBE_Revenues_Per Student,Transportation_Expenditures_Per Student,Debt Services_Expenditures_Dollars per FTE_Per Student,Federal_Revenues_Dollars per FTE_Per Student,General Administration_Expenditures_Dollars per FTE_Per Student,Instruction_Expenditures_Dollars per FTE_Per Student,Instructional Support_Expenditures_Dollars per FTE_Per Student,Local_Revenues_Dollars per FTE_Per Student,Maintenance and Operations_Expenditures_Dollars per FTE_Per Student,Media_Expenditures_Dollars per FTE_Per Student,Other_Revenues_Dollars per FTE_Per Student,Pupil Services_Expenditures_Dollars per FTE_Per Student,Renovation and Capital Projects_Expenditures_Dollars per FTE_Per Student,School Administration_Expenditures_Dollars per FTE_Per Student,School food Services_Expenditures_Dollars per FTE_Per Student,State Other_Revenues_Dollars per FTE_Per Student,State QBE_Revenues_Dollars per FTE_Per Student,Transportation_Expenditures_Dollars per FTE_Per Student,SAT Combined Score,Labels,Labels,FIPS,Latitude,Longitude
Johnson County,683,90.32,49.95215311,17.2,1125,56.7,34.8,8.5,8.2,1.833333333,36.64812239,41.18,0,0,466.9113689,5884.860809,447.0649422,2356.365556,900.8888089,218.9893867,0,154.9344444,23.59441778,850.9781956,9.950542222,365.6434844,7599.848889,673.3115111,0,0,0.445528889,5.615324444,0.426586667,2.248444444,0.859626667,0.20896,0,0.14784,0.022515556,0.812,0.009493333,0.348897778,7.25176,0.642471111,932,11,13,13167,,
Jones County,684,88.28,25.54293684,18.9,5278,61.5,30.8,7.8,7.5,2.2,27.65892884,45.48,0,20.08424593,192.0153391,6338.60608,361.1361444,2675.843715,860.3561993,142.8024612,6.032487685,301.0191114,0,644.6832569,7.697008336,243.5506423,7298.763736,539.6220576,0,0.003965517,0.037910193,1.251453202,0.071299735,0.528300493,0.169863585,0.028194392,0.001191739,0.059431603,0,0.127281167,0.001519515,0.048084502,1.441019326,0.106538462,1031,0,0,13169,,
Lamar County,685,88.52,36.31723596,18.4,2739,60.6,33.6,5.8,6.2,1.7,36.61971831,47.56,0,0,383.1769222,5878.854012,339.3096495,3309.573279,897.7668091,151.7907229,0,244.9036729,0,570.9262614,4.105115005,236.9314312,5531.526104,451.4616247,0,0,0.148864549,2.283935743,0.131821833,1.28577218,0.348784228,0.058970427,0,0.095144213,0,0.221803578,0.001595473,0.092048193,2.148999635,0.175392479,976,13,0,13171,,
Lanier County,686,92.08,40.60568603,19.41111111,1758,62.9,32.3,4.8,4.4,1.833333333,38.04202056,29.59,0,4.77940273,458.862008,5658.805552,345.5726678,1972.071502,954.5074915,165.2695279,0,626.9868714,0,688.6869056,9.288213879,232.5713936,7987.676906,446.393942,0,0.002935154,0.281683732,3.473788396,0.212138794,1.210602958,0.585944255,0.1014562,0,0.384891923,0,0.422764505,0.005699659,0.142770193,4.903424346,0.274027304,1015,11,13,13173,,
Laurens County,687,90.16,37.29436192,20,6579,65.1,29.3,5.6,6.2,1.1,30.49792531,46.25,12.26436845,0,395.0253048,6097.261081,159.9637133,2218.314811,678.6243335,162.4990287,0,476.594981,14.59188326,641.6576851,7.187116583,163.1204499,7193.645843,572.389354,0.001948624,0,0.062752698,0.968587931,0.025411157,0.352392461,0.107803618,0.025813953,0,0.075710594,0.002317981,0.101931905,0.001141511,0.025912753,1.142755738,0.090927193,982,0,16,13175,,
Lee County,688,91.73,29.24022699,19.7,6622,66.8,28.7,4.5,4.5,1.1,34.40805403,41.87,0,0,144.6225853,5672.337187,249.5991543,2966.05003,857.7457596,182.4972878,1.909903352,369.4357838,0,521.5029855,8.52269707,126.9291815,5827.936122,502.5701933,0,0,0.022475083,0.881481426,0.038787375,0.460924192,0.133293567,0.028360012,0.000297493,0.057410148,0,0.081041981,0.001324373,0.019725159,0.905661432,0.078098762,1035,16,16,13177,,
Liberty County,689,93.7,34.52579035,18.3,10828,59.8,32.5,7.7,9.2,1.6,42.15621923,31.6,0,859.8060039,236.6293175,6022.570674,484.9704793,2181.540166,797.3040007,192.2651838,0,401.1964629,0,657.193587,4.710289065,112.0080209,6249.421315,662.7191993,0,0.089117104,0.024526228,0.624229775,0.050265977,0.226112856,0.082639453,0.019927965,0,0.041582933,0,0.068116919,0.000488548,0.011609716,0.647742889,0.068689509,971,10,7,13179,,
Lincoln County,690,94.38,37.28489484,18.5,1093,57,36.1,6.9,6.7,1.833333333,35.45006165,42.53,0,260.1069442,495.9024886,7167.640897,237.4992406,4480.86946,1196.946752,241.3771912,6.500457457,375.7317292,0,863.6209424,11.59561757,353.4479414,6595.623971,974.0280238,0,0.249387008,0.475462031,6.872140897,0.227703568,4.296139067,1.147602928,0.231427264,0.006230558,0.360237877,0,0.828014639,0.011116194,0.338874657,6.323705398,0.933870082,1005,13,6,13181,,
Long County,691,88.43,31.53887983,18.1,4101,58.2,34.7,7,7.9,1.3,57.58589915,49.54,0,79.35250427,248.983921,4862.564765,467.9719654,1435.790656,551.0766228,112.9543526,0.00243843,325.3298415,0,457.3868617,7.433840527,136.7139088,6596.454523,577.5589393,0,0.021189954,0.066483784,1.298415021,0.124959766,0.383389417,0.147149476,0.030160936,0,0.086871495,0,0.122133626,0.001984882,0.03650573,1.761402097,0.154220922,960,0,0,13183,,
Lowndes County,692,94.1,26.34844869,21.3,11284,66.6,30,3.4,4,1.3,32.04065451,53.9,0,82.40718894,230.5074708,5599.047383,256.4622554,2807.577169,678.8670285,133.5658295,0,293.7437983,6.662246544,470.5661982,4.515865828,101.9832099,5919.828607,432.2772979,0,0.007757001,0.021697093,0.527018788,0.02413949,0.264267104,0.063899326,0.012571783,0,0.027648883,0.000627437,0.044292804,0.000425381,0.009599433,0.557212868,0.040688586,1051,10,7,13185,,
Lumpkin County,693,96.73,23.54324536,20.2,4071,52.5,38.4,9.1,9.9,1.833333333,35.6695617,46.09,5.817433063,0,198.4987865,6107.979668,514.9355711,4158.372596,860.8034095,159.3005527,0.628445099,530.4080005,0,683.4970179,35.49686809,57.86706706,5508.008597,575.2742643,0.001505773,0,0.051370671,1.580739376,0.133264554,1.076182756,0.222775731,0.041225743,0.000162122,0.137268484,0,0.176887743,0.009186932,0.014976664,1.425467944,0.148879882,1047,16,9,13187,,
Macon County,694,77.36,58.52119026,16.5,1202,52.9,34.6,12.5,12.6,3.3,58.54322668,19.54,0,0,995.4810732,5256.462097,557.2835691,5710.260732,1472.884309,198.7810067,0,502.6186855,0,852.3631115,10.99677205,122.3402329,4968.251248,589.3169717,0,0,0.885657238,4.67656406,0.495806988,5.080299501,1.310399334,0.176855241,0,0.447171381,0,0.758327787,0.009783694,0.108843594,4.42014975,0.524301165,998.0346821,13,6,13193,,
Madison County,695,95.1,29.49699855,20.3,5142,52.6,38.2,9.2,8.7,1,28.31205674,35.35,0,0,351.8908965,6799.660852,354.1851634,2988.41134,738.0129055,181.9700078,110.7740393,664.1890335,-4.27849086,725.3747122,7.789124854,241.7541501,7805.105795,511.684331,0,0,0.071814469,1.387685725,0.072283158,0.609879424,0.150614547,0.037137301,0.02260599,0.135548425,-0.000873201,0.148035784,0.001588876,0.049336834,1.592878257,0.104426293,1021,0,0,13195,,
Marietta City,781,83.68,24.44418978,21.8,9610,65,28.5,6.5,8.3,2.2,37.12091219,40.07,0,20.75881686,319.2981353,7161.353568,743.5467305,6516.016007,777.3646389,151.455231,1.440426639,703.2335109,0,762.9987066,3.860509886,158.2885765,5122.306139,503.6736826,0,0.002263267,0.034819979,0.780954214,0.081084287,0.710579605,0.084772112,0.016516129,0.000157128,0.076688866,0,0.083206035,0.000421436,0.017261186,0.558594173,0.054926119,1046,10,7,,33.9526,-84.549934
Marion County,696,91.45,44.11990776,18,1375,65.2,29.3,5.5,5.4,1.833333333,22.74204029,52.73,0,0,408.9813091,4934.483171,775.2544509,2678.277644,1029.051942,151.7563127,39.12166545,255.0750764,43.63636364,625.8409455,3.534276364,110.5401309,6902.629818,785.6366909,0,0,0.312676364,3.772538182,0.592705455,2.047614545,0.786734545,0.116021818,0.029912727,0.195010909,0.03336,0.478472727,0.002705455,0.084509091,5.277236364,0.60064,985,11,13,13197,,
McDuffie County,697,81.92,50.0142898,17.9,3674,58,31.6,10.3,9.7,1.2,45.750968,45.13,0,0,324.3572373,5633.49362,418.8741236,3415.968734,908.1525204,223.1240719,0,396.4724143,0,713.8799075,4.958587371,183.2964834,6624.583832,543.5648612,0,0,0.092357104,1.604069134,0.11927055,0.972656505,0.258584649,0.063532934,0,0.112890582,0,0.203268917,0.001412629,0.052191072,1.886271094,0.154774088,999,0,0,13189,,
McIntosh County,698,97.67,43.05003971,19.41111111,1378,46.6,41.8,11.6,11,1.833333333,54.02038505,34.09,0,0,503.9309652,5548.702025,496.8554209,5283.589028,1594.646967,229.852939,0,409.9720537,0,776.0838824,46.8248984,320.3323803,4842.029753,635.6968433,0,0,0.398047896,4.382859216,0.392460087,4.173454282,1.259593614,0.181560232,0,0.32383164,0,0.613018868,0.036988389,0.253026125,3.824666183,0.502133527,942,13,6,13191,,
Meriwether County,699,79.17,47.20416125,17.4,2557,58,33.6,8.5,9.7,2.9,52.6618705,28.85,0,0,448.6471177,5503.018189,296.0068088,4495.194368,1140.145315,111.6007822,0,602.2168831,0,843.5252757,10.13958936,259.7675792,6563.12984,815.9672781,0,0,0.194219789,2.382260461,0.128142354,1.945971842,0.493570591,0.04831052,0,0.260700039,0,0.3651623,0.004387955,0.112452092,2.841181072,0.353234259,1053,13,6,13199,,
Miller County,700,81.43,46.56862745,19.41111111,863,47.6,37.7,14.7,14.3,1.833333333,35.55926544,52.63,0,0,970.0022827,5822.912758,59.19677868,6004.43051,1395.28613,132.9550174,0,280.0746698,0,776.4286095,8.173580533,377.1246582,7090.632677,930.9073001,0,0,1.17433372,7.049536501,0.071668598,7.269281576,1.689212051,0.160961761,0,0.339073001,0,0.939988413,0.009895713,0.456570104,8.584298957,1.127010429,1011,13,6,13201,,
Mitchell County,701,79.35,67.95275591,17,1468,83.7,14.4,1.9,1.9,1.833333333,57.03517588,31.43,0,0,456.9514237,6364.641717,1322.151689,7971.315089,1319.287439,220.3951226,0,466.4442507,0,1003.243099,30.62385559,250.4393256,5294.829339,928.826376,0,0,0.357833787,4.984059946,1.035354223,6.242220708,1.033113079,0.172588556,0,0.365265668,0,0.785626703,0.023978202,0.196117166,4.14630109,0.727350136,969,17,6,13205,,
Monroe County,702,92.11,34.4337227,19.9,4158,64,30.5,5.5,5,1.833333333,34.22548121,48.56,0,16.05715248,451.7478499,6862.053086,263.2494733,5931.824656,1052.998415,170.1960197,0,392.3333838,0,587.9907095,5.007549303,106.1054906,4797.761664,949.6263853,0,0.004047619,0.113876864,1.72978355,0.066358826,1.49529341,0.265440115,0.042902838,0,0.098898509,0,0.148220298,0.001262626,0.026746032,1.209417989,0.239381914,1016,16,9,13207,,
Montgomery County,703,84.48,47.89915966,19.41111111,911,61.4,32.4,6.3,6.5,1.833333333,53.4428795,40,0,0,365.3288804,6469.348244,532.259045,3418.458584,869.2949726,115.292876,0,488.046213,0,535.2302744,7.156673985,210.1321076,6288.001098,649.9008342,0,0,0.434917673,7.701602634,0.633644347,4.069593853,1.034873765,0.137255763,0,0.581009879,0,0.637178924,0.008518112,0.250153677,7.48571899,0.773688255,998.0346821,13,13,13209,,
Morgan County,704,91.96,26.68168651,20.2,3265,66.1,29.2,4.6,4.5,1.1,29.43023777,50.48,81.30883614,24.85104135,447.6216386,6982.718129,475.2756907,5162.690018,709.0722511,165.8196355,0,430.5331516,173.3051057,653.7272221,16.63533844,204.8705023,5367.537519,610.056245,0.02581317,0.00788974,0.142101072,2.216735069,0.150882083,1.638949464,0.225102603,0.052640123,0,0.136676876,0.055016845,0.207531394,0.005280245,0.065038285,1.703981623,0.193669219,1004,16,9,13211,,
Murray County,705,95.94,31.98374692,19,7346,57.4,34.2,8.4,11.7,1.833333333,36.97179044,55.66,0,0,126.9522938,5633.373176,356.5030302,2069.807893,695.8592989,140.3616662,0,273.1527974,21.22469099,534.6030888,3.271252382,141.4522311,6335.824666,409.426624,0,0,0.017930847,0.795673836,0.050353934,0.292345494,0.098284781,0.019825756,0,0.038581541,0.00299755,0.075509121,0.000461476,0.019979581,0.894891097,0.05782875,974,10,16,13213,,
Muscogee County,706,89.37,42.2701609,19.2,33878,60,31.6,8.5,9.4,2.4,41.85910478,39.84,1.779990554,43.27651485,145.9546089,5930.841862,446.6088119,3492.733544,875.5695038,159.9020146,2.203653994,290.26583,0,609.7028269,0,81.40121613,5145.344058,420.3163248,5.73E-05,0.001393235,0.004699215,0.190947813,0.014378948,0.112451148,0.028189681,0.005148179,7.08E-05,0.009345298,0,0.019629848,0,0.002620875,0.165658244,0.013532381,1035,6,2,13215,,
Newton County,707,89.83,36.83093735,17.7,20675,56,35.3,8.7,9.2,2,44.87366698,40.36,0,3.235894559,129.4755434,5963.480252,551.8891216,2996.425506,806.8859671,130.5662201,0.926771463,430.0459347,0,648.1093059,5.18933688,152.3977083,6192.972769,550.8760295,0,0.000169287,0.006772914,0.311946312,0.028869166,0.156741475,0.042207981,0.006829988,4.84E-05,0.022495284,0,0.033902297,0.000271342,0.007971947,0.323951149,0.028815961,976,12,5,13217,,
Oconee County,708,97.53,7.0755886,23.5,8342,72.1,24.7,3.2,2.8,0.4,39.54379733,75.62,0.892071446,0.004281947,146.3306449,6826.116356,228.1921937,4697.495357,777.9114025,132.4158355,0.503476385,312.0621626,0,673.3987509,24.89938264,163.5421817,5277.925438,502.2447854,0.000109087,0,0.017871014,0.83367298,0.027868617,0.573705346,0.095005994,0.016172381,6.11E-05,0.038111964,0,0.082241669,0.003041237,0.019973627,0.644592424,0.061339007,1116,10,16,13219,,
Oglethorpe County,709,96.43,29.96146435,20,2153,56.4,36,7.6,7.1,1.833333333,30.74238579,52.55,0,2.183910822,332.5135346,6772.046103,514.1694241,4333.662253,819.464575,180.8238783,0,371.3610497,0,754.7649094,7.21620994,187.9582861,7135.098932,687.1041802,0,0.001035764,0.157965629,3.217124942,0.244259173,2.058745936,0.389294008,0.085903391,0,0.17641895,0,0.358560149,0.003427775,0.089289364,3.389595913,0.326414306,1043,13,13,13221,,
Paulding County,710,90.8,17.75954476,19.8,32432,52.1,38.9,9,8.1,1.5,31.02712754,44.09,0,0,95.5497262,6238.844891,468.297327,2958.515355,592.1539267,156.1371383,0.904045387,332.8674399,0,607.9203749,4.125310804,105.0746174,6137.317464,485.8876606,0,0,0.003126542,0.204144055,0.015323446,0.096806857,0.019376233,0.005109151,2.96E-05,0.01089202,0,0.019892082,0.000135052,0.003438271,0.200822028,0.015898804,1023,6,2,13223,,
Peach County,711,87.6,42.04956837,17.4,3892,58.1,33.6,8.3,9.2,3.4,44.98425551,43.56,0,0,336.5502724,5395.826138,276.9591418,3354.59713,817.5645478,142.3428931,0.385405961,404.7407862,0,635.0173047,5.878625385,102.7026336,5376.776208,501.1730601,0,0,0.092535971,1.483591984,0.076151079,0.922353546,0.224791881,0.039136691,0.000105344,0.111284687,0,0.174599178,0.001616136,0.02823741,1.478355601,0.137798047,929,16,0,13225,,
Pelham City,784,86.09,56.28698225,17.8,1438,66,29.5,4.5,5.4,1.833333333,39.51129553,34.62,0,5.799082058,351.6745202,6661.678484,291.6020584,853.4793741,762.2338039,114.0753547,62.58692629,331.4095897,0,835.5485118,8.938449235,307.5043463,8599.013213,358.4585049,0,0.004228095,0.25632128,4.855452017,0.212538248,0.622072323,0.555563282,0.083143255,0.045618915,0.241550765,0,0.608998609,0.006515994,0.224130737,6.267503477,0.261265647,955,11,13,,31.127685,-84.151847
Pickens County,712,93.95,24.2759595,22.9,4470,55,36.6,8.3,8.6,0.9,40.51934472,51.16,0,0,273.6021163,6957.002407,580.6131655,5396.909025,975.9388971,216.4417025,0,393.667038,0,603.815736,4.972691275,132.2998881,5525.266667,705.9538367,0,0,0.063926174,1.625467562,0.135657718,1.260959732,0.228022371,0.05057047,0,0.091977629,0,0.1410783,0.001161074,0.030910515,1.290950783,0.164941834,1062,16,9,13227,,
Pierce County,713,85.92,33.03468208,20.3,3682,68.9,28,3.1,3.9,1.2,28.05031447,57.09,0,0,317.7141065,6206.87261,339.7833351,2493.043183,698.3688539,179.3712493,0,575.7167789,0,647.1531613,5.738335144,249.2130337,7021.454644,442.2984383,0,0,0.090594785,1.769853341,0.096887561,0.710877241,0.199136339,0.051146116,0,0.164163498,0,0.184532863,0.001634981,0.071061923,2.002126562,0.126118957,1106,0,0,13229,,
Pike County,714,95.44,18.00976801,19.5,3441,60.7,33,6.3,6.8,0.9,31.54597845,53.88,0,0,275.2375937,5350.658901,288.9211421,2781.177265,621.4182592,135.9913804,0,659.6894217,0,552.2768759,9.930273176,170.7340424,6295.45016,488.7062337,0,0,0.083609416,1.625353095,0.087765185,0.844829991,0.188764894,0.041310666,0,0.200392328,0,0.167762278,0.003016565,0.051862831,1.912348155,0.148453938,1009,0,0,13231,,
Polk County,715,86.82,37.5,19.6,8237,55.5,33.1,11.4,10.8,2.1,30.89649467,53.77,0,0,161.8483186,5972.515753,144.8720881,2187.761078,881.180068,140.4565315,4.388887945,159.7620408,0,538.9212857,5.842537332,220.2363761,6480.175428,325.8823904,0,0,0.020593663,0.759958723,0.018433896,0.278376836,0.112123346,0.017871798,0.000558456,0.020329003,0,0.06857351,0.000742989,0.028023552,0.824555056,0.041466553,1010,10,16,13233,,
Pulaski County,716,91,46.38602065,19.41111111,1341,51.7,36.1,12.2,11.4,1.833333333,52.44755245,40.22,0,0,809.7634676,5477.891663,156.4688069,2843.282066,775.1025802,140.1950336,0,449.8033632,0,752.4505817,9.232028337,213.0916928,7145.611484,537.1657793,0,0,0.637106637,4.309910515,0.12310962,2.23704698,0.609835943,0.110305742,0,0.353900075,0,0.592013423,0.007263236,0.167658464,5.622035794,0.422632364,1000,11,13,13235,,
Putnam County,717,90.27,39.99298984,18.5,3007,55.5,36.7,7.7,7.5,1.833333333,37.16381418,40.48,0,12.06420685,423.2638244,6852.304696,410.3573661,7747.785979,1080.791038,169.9900233,5.53168274,394.9557931,0,687.1201463,4.829378118,189.6939874,4545.952112,917.7047223,0,0.004133688,0.145001663,2.347482541,0.140581975,2.65426006,0.370259395,0.05823412,0.001895577,0.13530429,0,0.23539408,0.00165281,0.064985035,1.557366146,0.314389757,1049,17,14,13237,,
Quitman County,718,73.08,57.09219858,19.41111111,316,60.8,31.3,7.9,7.6,1.833333333,67.30769231,36.84,2.373417722,22.33550633,2092.189399,7290.974399,510.3151582,4447.972405,1349.866741,224.2970253,0,484.2217089,0,1192.08019,25.9139557,424.3144937,9186.018987,911.9087025,0.008291139,0.078101266,7.315348101,25.49291139,1.784303797,15.55234177,4.719810127,0.784240506,0,1.69306962,0,4.168101266,0.090601266,1.483607595,32.1189557,3.188481013,795,7,8,13239,,
Rabun County,719,92.86,25.69857994,20.4,2287,50.7,40.5,8.8,7.6,1.6,28.69405273,53.19,0,28.05017053,423.781854,7453.056996,544.154906,9558.640656,1646.422304,184.7617009,54.65675557,399.984836,8.75E-06,930.0165107,67.98295146,185.3374727,3783.926979,668.751526,0,0.01270223,0.19192829,3.375478793,0.246445125,4.329094884,0.74566244,0.083677307,0.024752951,0.181154351,0,0.421202449,0.03079143,0.083939659,1.71373415,0.302877132,1053,17,14,13241,,
Randolph County,720,78.57,71.62921348,19.41111111,768,66.3,24.7,9,8.9,1.833333333,61.79039301,14.55,0,0,851.3023438,5718.130807,984.7345573,5248.371133,1550.62487,248.0487109,0,477.4298698,0,1339.457578,18.90089844,255.9342839,6607.966146,775.3224349,0,0,1.179088542,7.91984375,1.363893229,7.269205729,2.147682292,0.343554688,0,0.661263021,0,1.855208333,0.026184896,0.354479167,9.152304688,1.073854167,816,13,6,13243,,
Richmond County,721,77.17,47.68691748,17.1,33955,56.2,32.6,11.2,13.7,2.4,44.71026965,28.42,0,38.20720247,193.5796354,5017.399096,351.7724214,2934.704947,907.6583287,123.1540024,0.294507436,279.5968968,0,777.7004429,9.651630688,113.7652305,5185.217199,415.2629436,0,0.001291415,0.006543072,0.169586806,0.011889854,0.099192461,0.030678545,0.004162568,1.00E-05,0.009450449,0,0.026285967,0.000326314,0.003845384,0.175259019,0.01403593,960,6,2,13245,,
Rockdale County,722,84.56,36.29533035,19.3,17729,60.4,31.4,8.1,9.4,2.2,49.61891644,36.92,0,10.86389813,282.1439043,6233.290727,596.3485476,3599.654296,714.9604969,160.573963,0,422.7001664,4.215262564,714.9760624,5.974039709,112.7283693,6376.835919,515.0995984,0,0.00066614,0.017306109,0.382340234,0.036579051,0.220796999,0.043854701,0.009849399,0,0.025927576,0.000258334,0.043855265,0.000366631,0.00691466,0.391145017,0.031595127,984,5,5,13247,,
Rome City,785,92.99,39.82357658,19.3,6691,69.1,24.4,6.5,6.6,0.5,46.84540787,42.34,0,70.61384546,279.5189598,6435.609359,164.8845688,3557.849849,932.5216575,154.6123614,0,481.7839023,172.912046,655.1678254,5.064101031,131.8879734,5895.172321,992.4179719,0,0.01088776,0.043095203,0.992231356,0.025422209,0.548542819,0.14377522,0.023837991,0,0.074280377,0.026659692,0.101013301,0.000780152,0.020334778,0.908907488,0.153008519,1029,16,16,,34.257038,-85.164673
Savannah-Chatham County,625,89.73,38.13983394,19.4,39853,58.8,32.1,9.2,10.1,2.1,42.61175952,34.84,0,29.1969794,292.6900943,6464.086332,317.3042265,6971.775816,976.7651585,165.4827928,1.361601385,373.6299277,11.84621358,683.8449241,3.750567084,60.07071111,4116.339999,714.8674486,0,0.000809475,0.008113818,0.17919454,0.008796076,0.193268512,0.02707751,0.004587359,3.76E-05,0.010357564,0.000328457,0.018957168,0.000103882,0.00166537,0.114111359,0.019817329,993,4,17,13051,,
Schley County,723,92.47,26.57916325,20.1,1248,66.3,31.1,2.6,2.6,1.833333333,28.34101382,54.22,26.62586538,0,549.051266,6275.370825,276.5474439,2141.591771,714.5975481,229.4145833,77.32371795,318.6479087,0,654.67625,3.993389423,160.0160657,7794.60016,458.4648317,0.021738782,0,0.448205128,5.122748397,0.225753205,1.748237179,0.583341346,0.187275641,0.063125,0.260120192,0,0.53443109,0.003261218,0.130625,6.362940705,0.374254808,1019,11,13,13249,,
Screven County,724,86.62,43.78995434,20.8,2362,59,32.7,8.3,8.7,1.833333333,28.9981895,42.4,0,0,307.8158129,5814.566562,234.5578747,3012.517756,770.8421804,164.006884,4.105601185,409.7645428,0,695.7121253,6.81988569,163.9843268,6553.027942,596.4435478,0,0,0.140169348,2.647798476,0.106812024,1.371820491,0.351020322,0.074682472,0.001871296,0.186596105,0,0.31680779,0.003107536,0.074674005,2.98407282,0.271604572,1055,11,13,13251,,
Seminole County,725,92.52,46.70846395,19.41111111,1365,68.9,24.9,6.2,7.1,1.833333333,25.58708415,46.32,0,1255.941392,334.2449011,6616.477502,198.3084835,3815.27537,1170.517407,332.7446667,0,545.9740147,0,666.1990623,19.06172161,288.6171941,6444.112088,641.1215678,0,0.981201465,0.261128205,5.169120879,0.154930403,2.980681319,0.914468864,0.259956044,0,0.426542125,0,0.520468864,0.014893773,0.225479853,5.034461538,0.500879121,1007,13,6,13253,,
Social Circle City,786,94.5,24.03282532,21.3,1798,58,35.5,6.5,6.7,1.833333333,44.66608846,33.66,1112.347052,0,551.6409066,6516.254766,318.5150501,3325.861596,863.2073192,193.1683927,0,372.1724638,0,881.2091491,42.00793103,207.7157953,6667.160178,495.9676363,0.653937709,0,0.324304783,3.830839822,0.187252503,1.955239155,0.50746941,0.113559511,0,0.218798665,0,0.518053393,0.024694105,0.122113459,3.919555061,0.291573971,992,11,13,,33.654,-83.717
Stephens County,727,93.9,37.23739496,20.2,4043,49,39.9,11.1,11,0.9,30.20572967,49.36,0,0,344.4330596,6108.176968,293.5062726,2912.44631,770.413072,98.15712095,0,360.3428914,0,521.3440193,12.56126391,159.0611427,6475.89117,440.2428667,0,0,0.08978976,1.592329953,0.076512491,0.759240663,0.200838486,0.025587435,0,0.09393767,0,0.135908978,0.003274796,0.041464259,1.688189463,0.114766263,1037,0,0,13257,,
Stewart County,728,92.59,65.17412935,19.41111111,440,68,27.7,4.3,4.5,1.833333333,34.33242507,40,0,0,1291.697205,7399.701636,912.6642727,7161.690773,1345.339886,244.5305455,0,1246.04575,432.1385909,1404.550614,0,407.7882727,6945.392045,1282.006455,0,0,3.189386364,18.27086364,2.2535,17.68318182,3.321818182,0.603772727,0,3.076659091,1.067,3.468022727,0,1.006886364,17.14911364,3.165454545,951,7,8,13259,,
Sumter County,729,92.55,62.36481615,16.5,4371,66.5,30.2,3.3,4.2,1.833333333,44.12438625,33.95,0,0,260.4819286,5858.883702,329.8669549,3380.994582,775.2025623,160.2513132,0,329.6276596,6.938462594,612.6459986,0,98.47474262,6427.921528,819.3310478,0,0,0.062109357,1.396968657,0.078652482,0.806149623,0.184836422,0.038208648,0,0.078595287,0.001654084,0.146076413,0,0.023479753,1.532646992,0.195358042,918,0,0,13261,,
Talbot County,730,80,59.20745921,19.41111111,458,64,33.6,2.4,0,1.833333333,38.46153846,42.86,0,0,1198.807205,6953.826397,404.42631,7192.690284,1786.793777,240.2647817,12.94467249,717.9177074,0,1173.462293,6.266069869,330.8482969,5441.39738,1093.304258,0,0,2.755873362,15.98580786,0.929716157,16.53491266,4.107576419,0.552336245,0.029759825,1.650393013,0,2.697620087,0.01441048,0.760567686,12.50895197,2.513340611,998.0346821,17,8,13263,,
Taliaferro County,731,100,57.92682927,19.41111111,177,79.7,18.6,1.7,2.8,1.833333333,32.05128205,63.64,0,0,2091.188023,12198.40542,1314.228079,8634.650904,2058.866384,518.7673446,0,1486.484068,0,1478.931864,40.46757062,304.2667232,11040.0113,1105.625876,0,0,12.90858757,75.29881356,8.112542373,53.30033898,12.70903955,3.202259887,0,9.175819209,0,9.12920904,0.249774011,1.87819209,68.14819209,6.824858757,998.0346821,7,8,13265,,
Tattnall County,732,89.24,40.87346025,20.3,3844,63.4,30.8,5.7,7,1.1,36.66734157,53,27.75037201,0,329.8275052,5473.126257,425.2281191,1932.273124,713.3947581,138.5694095,196.7554631,351.3636446,0,532.989334,11.27020291,165.794974,6781.207076,731.8987461,0.00760666,0,0.090413632,1.500309573,0.116563476,0.529680021,0.195556712,0.037983871,0.053936004,0.096316337,0,0.146105619,0.003090531,0.045447451,1.858883975,0.200629553,1010,0,0,13267,,
Taylor County,733,86.24,45.77677225,19.3,1486,62.4,33.2,4.4,4.3,3.4,35.17474634,55.1,0,75.99002692,511.5125774,6577.909024,190.7109287,3274.952349,976.7469179,173.2976043,0,341.5611238,0,593.4583513,6.264246299,532.833782,6518.26245,531.9688223,0,0.05705249,0.384017497,4.938371467,0.143176312,2.458674293,0.733290713,0.130100942,0,0.256426649,0,0.445538358,0.004703903,0.400026918,4.89359354,0.399374159,963,11,13,13269,,
