SCHOOL_DSTRCT_NM,SCHOOL_DSTRCT_CD,TOTAL_Grad_Rate,PERCENT_Grad_Rate,TOTAL_COUNT_Grad_Rate,Percent Direct Certified,ACT Composite,STUDENT_COUNT_ALL_Attendance,FIVE_OR_FEWER_PERCENT_ALL_Attendance,SIX_TO_FIFTEEN_PERCENT_ALL_Attendance,OVER_15_PERCENT_ALL_Attendance,CHRONIC_ABSENT_PERC_ALL_Attendance,PROGRAM_PERCENT_Dropout,Teachers_Percent_Inexp,HOPE_ELIGIBLE_PCT,Debt Services_Expenditures_Per Student,Federal_Revenues_Per Student,General Administration_Expenditures_Per Student,Instruction_Expenditures_Per Student,Instructional Support_Expenditures_Per Student,Local_Revenues_Per Student,Maintenance and Operations_Expenditures_Per Student,Media_Expenditures_Per Student,Other_Revenues_Per Student,Pupil Services_Expenditures_Per Student,Renovation and Capital Projects_Expenditures_Per Student,School Administration_Expenditures_Per Student,School food Services_Expenditures_Per Student,State Lottery_Revenues_Per Student,State Other_Revenues_Per Student,State QBE_Revenues_Per Student,Transportation_Expenditures_Per Student,Debt Services_Expenditures_Dollars per FTE_Per Student,Federal_Revenues_Dollars per FTE_Per Student,General Administration_Expenditures_Dollars per FTE_Per Student,Instruction_Expenditures_Dollars per FTE_Per Student,Instructional Support_Expenditures_Dollars per FTE_Per Student,Local_Revenues_Dollars per FTE_Per Student,Maintenance and Operations_Expenditures_Dollars per FTE_Per Student,Media_Expenditures_Dollars per FTE_Per Student,Other_Revenues_Dollars per FTE_Per Student,Pupil Services_Expenditures_Dollars per FTE_Per Student,Renovation and Capital Projects_Expenditures_Dollars per FTE_Per Student,School Administration_Expenditures_Dollars per FTE_Per Student,School food Services_Expenditures_Dollars per FTE_Per Student,State Lottery_Revenues_Dollars per FTE_Per Student,State Other_Revenues_Dollars per FTE_Per Student,State QBE_Revenues_Dollars per FTE_Per Student,Transportation_Expenditures_Dollars per FTE_Per Student,SAT Combined Score,Labels
Jeff Davis County,680,162,93.64,173,45.19363762,21.35454545,3052,35.1,39.1,25.9,26.5,2.287288136,26.21195351,45.06,8.134066186,0.0,380.0571822,5386.621265,239.6230963,1924.015564,686.1833028,131.1868906,7.192005242,457.1725819,3.555045872,471.5781193,7.287807995,0,181.8044233,6990.519987,627.909076,0.002752294,0.0,0.128571429,1.822267366,0.081064875,0.650884666,0.232133028,0.044380734,0.002434469,0.15465924,0.00120249,0.159531455,0.002463958,0,0.061503932,2.364859109,0.212418087,981.0,13
Jefferson City,779,239,97.55,245,12.33953367,21.8,4011,29.0,41.1,29.9,24.1,0.9,27.60540971,65.13,5.191396161,0.0,236.4023161,5919.219033,258.4721242,3053.443625,478.1559636,133.5177038,0.0,329.724909,0.0,534.5523037,7.347474445,0,94.33017701,5090.34904,230.9804164,0.001341311,0.0,0.061069559,1.52911992,0.066771379,0.788800798,0.123522812,0.034492645,0.0,0.08517826,0.0,0.138092745,0.001897282,0,0.024367988,1.31499626,0.059668412,1134.0,11
Jefferson County,681,185,90.24,205,58.9958159,21.35454545,2313,58.3,30.5,11.2,10.3,2.287288136,50.77302726,44.13,0.921980112,35.47871595,241.8282793,6602.593575,208.8753221,3726.624462,882.8252054,230.6604194,0.0,371.7264462,0.0,756.6738435,0.0,0,135.1054864,6783.728491,535.4798184,0.000423692,0.016355383,0.111491569,3.044072633,0.096299179,1.718132296,0.407021185,0.106342412,0.0,0.171383485,0.0,0.348858625,0.0,0,0.062291396,3.127583225,0.246878513,910.0,5
Jenkins County,682,67,81.71,82,53.96226415,21.35454545,1156,41.0,39.2,19.8,23.0,3.9,15.78256071,44.12,0.0,0.0,539.0998097,6521.13032,586.2014446,3560.210035,671.8775779,102.4717128,21.60581315,297.6602941,13.24502595,870.6718339,12.13425606,0,217.024083,7192.930796,808.5380969,0.0,0.0,0.50666955,6.128884083,0.550942907,3.346064014,0.631461938,0.096306228,0.020302768,0.279757785,0.012448097,0.818304498,0.011401384,0,0.203970588,6.760276817,0.759904844,1048.509554,5
Johnson County,683,84,87.5,96,52.26824458,21.35454545,1065,44.9,37.6,17.6,17.5,2.287288136,42.63940256,49.35,0.0,2.924882629,490.722,4328.607408,516.7182535,2785.673944,900.1099624,219.0220563,0.0,182.1512113,656.4528826,892.8267512,10.457277,0,688.8288075,7830.093897,691.1747042,0.0,0.00285446,0.47829108,4.218920188,0.503624413,2.715079812,0.877295775,0.213474178,0.0,0.177539906,0.639821596,0.870197183,0.010187793,0,0.671370892,7.631671362,0.673661972,1042.0,5
Jones County,684,328,87.0,377,28.91121591,21.9,5175,52.4,34.2,13.4,13.3,2.3,36.56406586,45.0,0.0,21.61737005,223.226456,6466.934189,371.7027266,2840.822149,848.3670068,167.1527072,66.9794744,372.0692116,0.0,657.8220444,55.69365604,0,140.8013353,6968.51942,614.4270396,0.0,0.0044,0.045435749,1.316289855,0.075656039,0.578226087,0.172678261,0.034023188,0.01363285,0.075731401,0.0,0.13389372,0.011335266,0,0.028658937,1.418384541,0.12506087,1058.0,13
Lamar County,685,157,86.26,182,40.07782101,21.35454545,2806,64.8,28.2,7.0,7.1,2.8,31.27095398,36.94,0.0,0.0,367.4502316,5427.954768,351.1906486,3632.30768,680.2690663,141.2029259,0.0,237.0289024,0.0,446.8053671,3.866913756,0,209.6711618,4552.809337,436.2801996,0.0,0.0,0.14225588,2.101414825,0.135962224,1.406236636,0.26336422,0.054665004,0.0,0.091764077,0.0,0.17297933,0.001496793,0,0.081172488,1.762605132,0.168905916,1003.0,11
Lanier County,686,81,88.04,92,43.48894349,21.35454545,1783,49.3,38.1,12.6,14.1,3.6,35.94594595,45.57,0.0,23.95793606,355.8862311,5203.818256,374.0883231,2217.183202,905.5287437,145.2449187,0.0,526.3726809,0.0,683.3855749,7.142366798,0,94.9951318,7850.777902,585.3169153,0.0,0.014537297,0.215950645,3.157655637,0.226993831,1.345378575,0.549472799,0.088132361,0.0,0.319399888,0.0,0.41467751,0.00433539,0,0.05764442,4.763819405,0.355165451,1022.0,5
Laurens County,687,401,87.94,456,40.06877354,20.3,6435,46.6,37.1,16.3,15.8,1.4,30.40998217,57.39,9.569358197,2.48951049,394.8519176,6133.409838,151.1779782,2559.679627,514.0446853,139.7215136,1.925407925,506.0132152,0.0,626.6968609,7.085959596,0,102.8130427,7072.546698,514.7690583,0.001560218,0.000405594,0.06434965,0.999577312,0.024637141,0.417157731,0.08377467,0.022770785,0.000313908,0.0824662,0.0,0.102135198,0.001154623,0,0.016755245,1.152630925,0.083892774,1038.0,0
Lee County,688,407,93.56,435,29.33093407,19.5,6448,54.9,34.0,11.1,11.3,2.7,37.59752322,48.56,0.0,16.32829404,162.8661476,5620.480901,247.777303,3155.920678,876.9732987,187.6692432,4.854199752,420.2524628,0.0,532.0423387,4.964961228,0,101.7437205,6077.953784,549.9887748,0.0,0.002647333,0.026400434,0.911084057,0.040164392,0.511577233,0.142158809,0.030421836,0.00078629,0.068123449,0.0,0.086243797,0.000804901,0,0.016493486,0.985241935,0.089153226,1049.0,0
Liberty County,689,584,92.11,634,38.49901524,19.7,11102,45.3,28.4,26.3,29.0,2.0,37.13003376,37.37,0.0,231.1113007,167.2000946,5668.066021,161.8065637,2397.195337,669.5317357,190.6376184,0.0,398.3241767,0.0,623.8928139,5.238147181,0,109.6796028,6070.15871,542.9483318,0.0,0.023769591,0.017196001,0.582954423,0.016642046,0.24654927,0.068860566,0.019607278,0.0,0.040967393,0.0,0.064166817,0.000538642,0,0.01128085,0.624309133,0.05584129,1017.0,17
Lincoln County,690,66,89.19,74,43.33958724,21.35454545,1103,35.1,36.8,28.1,24.9,2.287288136,43.10752688,49.23,0.0,244.6502357,471.3073527,6840.307842,256.2737625,4760.256138,1096.561342,238.4574887,0.0,428.792194,0.0,934.4106256,11.86688123,0,288.3913871,6145.659112,884.4249048,0.0,0.231024479,0.445049864,6.459211242,0.24199456,4.495049864,1.035466908,0.225176791,0.0,0.404904805,0.0,0.882348141,0.011205802,0,0.272320943,5.803263826,0.835149592,1075.0,16
Long County,691,224,95.32,235,32.63271355,21.35454545,4121,62.8,29.0,8.3,11.3,1.1,51.59180113,45.65,0.0,62.73580199,222.7888522,4564.485081,412.4121621,1519.479289,530.1602014,111.7147197,0.0,341.9360083,0.0,445.717008,7.255882067,0,112.700364,6664.402087,551.2300073,0.0,0.016539675,0.058735744,1.203397234,0.108730891,0.400601796,0.139774327,0.029454016,0.0,0.090148022,0.0,0.117510313,0.001912157,0,0.029713662,1.757027421,0.145328804,975.0,13
Lowndes County,692,586,92.43,634,29.06432749,22.2,11089,56.7,34.1,9.3,10.3,1.8,29.93888573,59.22,0.0,103.6655298,227.6994319,5298.793048,400.753425,3091.707639,710.5651592,132.5040373,0.0,330.8950473,10.58785373,466.5052295,5.011452791,0,80.73313644,5899.399856,281.0526558,0.0,0.009963928,0.021885652,0.509303815,0.038519253,0.29716566,0.068297412,0.012736045,0.0,0.031804491,0.001017224,0.04483903,0.000481558,0,0.007759942,0.567032194,0.027014158,1104.0,17
Lumpkin County,693,248,98.41,252,24.85175202,22.1,4129,48.9,37.5,13.6,15.1,0.9,28.8332983,51.19,1.435376605,2.586582708,254.9305062,5788.218687,423.8101986,4225.21783,572.7606442,156.4194648,0.0,561.0315863,0.0,619.7744999,34.9349673,0,74.11789295,5054.166868,496.6748511,0.000382659,0.00069024,0.068055219,1.545173165,0.113136353,1.127926859,0.152899007,0.041755873,0.0,0.149767498,0.0,0.165449261,0.009326713,0,0.019786873,1.349217728,0.132589005,1069.0,11
Macon County,694,68,78.16,87,62.70718232,21.35454545,1169,65.2,23.1,11.7,13.6,2.287288136,54.86098655,20.59,0.0,0.0,834.4073482,4634.26337,514.7514713,6321.615543,1230.374175,198.3862275,0.0,466.1225663,0.0,642.1629256,9.521659538,0,156.531728,4511.351583,495.1230539,0.0,0.0,0.755799829,4.197698888,0.466261762,5.72609923,1.114465355,0.179700599,0.0,0.422215569,0.0,0.581668092,0.008622754,0,0.141787853,4.086372968,0.448477331,874.0,16
Madison County,695,302,95.27,317,31.25130127,23.2,5109,43.1,37.9,18.9,18.9,1.5,24.27368267,37.5,0.0,0.390025445,343.8136465,6567.050732,344.1660384,3280.130251,304.7087865,155.4761989,47.66040321,577.9059601,0.710309258,679.2808632,7.683832453,0,169.6061812,7605.548444,451.8107497,0.0,8.03e-05,0.070180074,1.340487375,0.070252496,0.669551771,0.062198082,0.031736152,0.009727931,0.117964377,0.000144842,0.138657271,0.001567821,0,0.034621257,1.552470151,0.092225484,1068.0,13
Marietta City,781,554,86.7,639,30.52246727,23.2,9342,53.4,27.3,19.3,21.0,2.1,37.47521116,39.56,0.0,17.88190966,326.7092732,7328.662306,697.9716153,6959.321663,567.2294391,144.6298576,0.80817812,752.663982,0.0,810.396368,3.196177478,0,139.5463434,5009.814387,446.6313295,0.0,0.002029544,0.037071291,0.831573539,0.079198244,0.789664954,0.064363091,0.016410833,9.21e-05,0.085403554,0.0,0.091954614,0.000362877,0,0.015833869,0.568457504,0.050678656,1052.0,17
Marion County,696,73,84.88,86,47.36408567,21.35454545,1302,65.7,27.3,7.0,7.1,2.287288136,34.04791929,47.69,0.0,12.87634409,426.913341,4927.916905,567.7923656,2859.118134,1074.201244,167.5483948,0.0,292.7652227,0.0,688.8366897,4.168717358,0,157.11202,7169.81106,850.5046697,0.0,0.010453149,0.346520737,3.999930876,0.460867896,2.320714286,0.871920123,0.135998464,0.0,0.237634409,0.0,0.559124424,0.003387097,0,0.127526882,5.819654378,0.690345622,1038.0,5
McDuffie County,697,194,83.26,233,53.21321321,21.35454545,3515,63.4,25.2,11.4,10.8,2.1,38.88991579,44.74,0.0,1.266002845,279.9512603,5796.17623,458.4542817,3599.262003,818.0077354,224.8883585,0.0,452.2976814,0.0,736.2658293,5.877604552,0,100.1259317,6436.375818,493.5673201,0.0,0.000378378,0.083869132,1.736421053,0.137342817,1.07827027,0.245058321,0.067371266,0.0,0.135499289,0.0,0.220571835,0.001761024,0,0.029997155,1.928213371,0.147863442,1022.0,13
McIntosh County,698,78,97.5,80,47.96680498,21.35454545,1321,39.7,39.1,21.2,21.1,2.287288136,52.97233667,38.27,0.0,90.53935655,463.9712188,5655.876858,523.482112,6423.770802,1035.675958,260.8614232,22.1297729,429.7514762,0.0,761.8579485,35.59719909,0,247.8141559,4701.968963,667.6141559,0.0,0.074829674,0.38344436,4.674277063,0.432626798,5.308902347,0.855927328,0.215586677,0.018289175,0.355162755,0.0,0.629636639,0.029417108,0,0.204806964,3.885927328,0.551748675,1048.509554,16
Meriwether County,699,124,81.58,152,55.98911071,16.0,2436,52.5,32.1,15.5,18.7,3.3,51.90776555,44.8,0.0,109.8788095,537.7143801,5395.490517,519.5681034,4888.947188,1205.113021,108.9612849,0.0,797.5821141,0.0,796.9120854,9.699958949,0,282.7316174,6466.275862,939.7207102,0.0,0.049786535,0.243641215,2.444716749,0.235418719,2.215201149,0.546042693,0.049371921,0.0,0.361387521,0.0,0.361083744,0.004396552,0,0.128107553,2.929893268,0.425792282,1048.509554,16
Miller County,700,72,96.0,75,47.22598106,21.35454545,803,36.2,35.0,28.8,30.5,2.287288136,33.07374101,52.78,0.0,2.98256538,929.1399004,5646.423051,418.1489539,5110.302927,1308.273512,142.9520797,0.0,313.9571606,0.0,795.4832254,9.994097136,0,261.1513699,7149.462017,1021.311968,0.0,0.004022416,1.252204234,7.609738481,0.563549191,6.887198007,1.763175592,0.192652553,0.0,0.423125778,0.0,1.072079701,0.013474471,0,0.351955168,9.635392279,1.376425903,940.0,16
Mitchell County,701,80,90.91,88,68.92655367,21.35454545,1551,92.2,6.2,1.6,1.6,2.287288136,54.88216355,44.83,0.0,0.0,365.9212057,4829.38608,737.7629981,8092.77735,758.8031721,112.7107479,83.81689233,253.9420438,0.0,754.1123404,14.89257253,0,157.9597421,5090.357189,620.5536299,0.0,0.0,0.292740168,3.863507415,0.590212766,6.474223082,0.607040619,0.090167634,0.067053514,0.203152805,0.0,0.603288201,0.011914894,0,0.126370084,4.072288846,0.496441006,1024.0,7
Monroe County,702,284,91.03,312,35.06036217,22.8,4178,56.2,32.2,11.6,11.8,1.8,30.95615425,56.18,0.0,16.62329105,426.1549449,7103.336123,244.7336022,6415.819426,1042.459464,173.1638344,0.0,368.1883054,0.0,462.754933,4.762685495,0,168.4934514,4659.920057,878.0184466,0.0,0.004145524,0.106247008,1.770964576,0.06101484,1.599557204,0.259899473,0.043171374,0.0,0.091795117,0.0,0.115370991,0.001187171,0,0.042008138,1.161785543,0.218903782,1078.0,11
Montgomery County,703,49,100.0,49,52.4684271,21.35454545,957,49.1,37.4,13.5,14.9,2.287288136,47.3189585,40.0,0.0,12.51306165,371.9988924,4714.698788,427.4717659,3521.237753,638.1556113,116.8769383,0.0,372.7169383,0.0,523.1689969,7.21938349,0,374.7546186,6517.197492,472.179697,0.0,0.01430512,0.425141066,5.388223615,0.488537095,4.024273772,0.729320794,0.133573668,0.0,0.425966562,0.0,0.597910136,0.008254963,0,0.428286311,7.448223615,0.539634274,1048.509554,5
Morgan County,704,199,94.31,211,27.37376945,21.6,3303,50.8,33.6,15.7,15.1,1.0,27.05637708,63.05,72.07685437,37.81002422,430.517805,6919.305147,465.3929398,5433.700805,616.5725613,165.2520678,0.0,509.4537239,0.0,638.7312322,18.25975477,0,247.0107448,5393.1099,430.607148,0.022515895,0.011810475,0.134495913,2.161607629,0.14538904,1.697502271,0.192618831,0.051625795,0.0,0.159155313,0.0,0.199539812,0.005703906,0,0.077166213,1.684819861,0.134523161,1048.0,11
Murray County,705,435,97.32,447,35.07734304,19.1,7060,45.6,34.0,20.4,23.7,0.5,36.5352098,50.46,0.0,1.197592068,126.3976105,5698.2892,341.3005453,2420.701673,740.3682635,144.6667564,0.0,309.0270836,0.0,542.9631756,3.360892351,0,97.41427762,5920.652266,470.5134263,0.0,0.000177054,0.018719547,0.84394051,0.050548159,0.358515581,0.109651558,0.021426346,0.0,0.045767705,0.0,0.080415014,0.000497167,0,0.014427762,0.876873938,0.069685552,1025.0,0
Muscogee County,706,1802,91.15,1977,47.08447963,23.2,32403,59.0,23.6,17.4,18.6,2.0,41.05871537,48.37,1.861016573,48.05206401,140.7159593,5778.911576,435.1340367,3785.79267,753.6770716,158.8410447,7.527149338,324.3157581,0.0,613.5184282,0.0,0,112.558693,5282.146128,382.3310249,6.17e-05,0.00159368,0.004666852,0.191652933,0.014430763,0.125552881,0.024995216,0.005267722,0.000249668,0.010755794,0.0,0.020346881,0.0,0,0.003732988,0.175178224,0.01267969,1111.0,4
Newton County,707,1206,89.07,1354,43.46844366,19.5,19595,54.9,25.9,19.2,20.0,2.9,44.26598686,42.99,0.0,7.295655524,141.77568,6209.779352,532.1084874,3481.119773,739.01694,135.0675708,0.821638173,477.1475897,0.0,684.5184639,5.877982649,0,127.4795524,6282.967798,492.5935968,0.0,0.00039653,0.007705027,0.337488135,0.028919112,0.18919112,0.040163817,0.007340648,4.49e-05,0.025932126,0.0,0.037201837,0.000319469,0,0.006928298,0.34146568,0.026771625,1009.0,12
Oconee County,708,624,98.27,635,7.764965653,25.2,8516,41.8,39.0,19.3,16.3,2.287288136,37.03534569,75.12,0.0,2.302973227,154.887648,6755.765924,218.0683736,4995.102361,717.9533619,123.4010756,0.00117426,314.6428664,0.0,659.9199213,26.96982621,0,88.85974988,5183.498239,430.1949096,0.0,0.0002783,0.018715359,0.816308126,0.026349225,0.603565054,0.086750822,0.014910756,0.0,0.038019023,0.0,0.079739314,0.003258572,0,0.010737435,0.626329263,0.051980977,1127.0,17
Oglethorpe County,709,130,94.2,138,33.23713324,23.6,2195,40.8,36.3,23.0,22.4,1.5,28.13095995,53.44,0.0,2.204911162,331.5610114,6565.97749,469.7923144,4455.429645,813.587344,165.7504237,0.0,375.463959,0.0,727.5987608,7.237234624,0,124.2902688,6764.944419,699.4062096,0.0,0.00104328,0.157138952,3.111835991,0.222651481,2.11157631,0.385585421,0.078555809,0.0,0.17794533,0.0,0.344833713,0.003430524,0,0.058906606,3.206136674,0.331471526,1047.0,16
Paulding County,710,2185,89.29,2447,21.56381369,20.9,31991,49.8,34.3,15.9,14.2,2.3,29.38249102,48.34,0.0,0.0,104.440608,6218.673739,462.2127461,3332.533172,602.2786374,158.0311094,0.029637398,373.1631743,0.0,615.8150992,3.818360164,0,79.46077553,6065.978994,482.4272795,0.0,0.0,0.003479416,0.207171705,0.015398393,0.111021537,0.020064706,0.005264606,9.38e-07,0.012431621,0.0,0.020515457,0.000127223,0,0.002647307,0.202084649,0.016071708,1060.0,4
Peach County,711,190,84.07,226,44.73536036,20.0,3862,42.6,35.2,22.1,23.1,2.0,45.08966695,37.7,0.0,0.0,389.7728845,5328.234081,238.2678198,3624.226712,694.9982522,150.8291378,3.687050751,431.7086846,0.0,509.931318,6.398902123,0,50.98329363,5262.714138,474.4364552,0.0,0.0,0.108783014,1.487087002,0.066499223,1.011506991,0.193972035,0.04209477,0.001027965,0.120486794,0.0,0.142320041,0.001786639,0,0.014228379,1.468801139,0.132413257,1039.0,11
Pelham City,784,82,80.39,102,59.72747918,21.35454545,1393,72.4,23.3,4.4,5.3,2.8,32.4452902,37.21,0.0,3.736539842,376.220122,6539.358579,284.078636,795.6101292,640.1424838,115.1316511,2.225412778,327.3959225,0.0,736.7053769,10.10086145,0,206.2954989,8892.496052,323.1321393,0.0,0.002792534,0.281392678,4.891069634,0.212476669,0.595068198,0.478786791,0.086109117,0.00166547,0.244874372,0.0,0.551012204,0.007552046,0,0.154300072,6.651083991,0.241687006,955.0,5
Pickens County,712,281,94.93,296,27.57612667,24.3,4405,57.9,32.5,9.7,10.9,1.1,38.8725575,58.8,0.0,13.04880817,308.3195255,6884.646627,561.7238842,6020.138529,728.0785948,215.4278025,0.0,428.6751419,0.0,594.099882,5.972839955,0,92.85228377,5335.570942,672.1601249,0.0,0.003157775,0.074599319,1.665775255,0.135911464,1.456601589,0.17616118,0.052124858,0.0,0.103720772,0.0,0.143745743,0.001446084,0,0.02246538,1.290967083,0.162633371,1121.0,11
Pierce County,713,202,93.52,216,34.14277355,21.0,3614,38.8,37.4,23.9,23.0,2.287288136,25.55343432,51.26,0.0,0.0,308.0765883,5147.517111,297.7837465,2513.188843,725.4886995,173.6983287,0.0,601.4230769,0.0,631.0359076,9.286820697,0,243.7448395,6998.463475,412.3123049,0.0,0.0,0.088859989,1.484717764,0.08589098,0.724889319,0.209255672,0.050099613,0.0,0.17346984,0.0,0.182011621,0.002678473,0,0.070304372,2.018594355,0.11892363,1138.0,13
Pike County,714,273,95.12,287,20.53059994,23.9,3511,41.4,40.4,18.3,16.8,1.2,33.26530612,57.85,0.0,12.27855312,297.4536371,5244.027146,348.8342467,3151.847889,523.1915124,141.6460951,1.817430931,610.4834036,0.0,549.0252321,1.593691256,0,142.4441641,5869.72401,564.2227343,0.0,0.003699801,0.089649672,1.580478496,0.105135289,0.949923099,0.157681572,0.042691541,0.000546853,0.183990316,0.0,0.165468527,0.000481344,0,0.042930789,1.7690544,0.170048419,1049.0,13
Polk County,715,483,87.5,552,44.59732902,22.1,8058,48.1,33.6,18.3,23.5,2.3,33.79676292,57.26,0.0,0.0,223.9146277,6252.760009,137.8767635,2343.552533,860.6715314,150.0734264,37.64565153,172.2317709,0.0,556.1876309,5.358792504,0,184.0516828,6398.930628,396.2193448,0.0,0.0,0.029633904,0.827522959,0.018247704,0.310157607,0.113905436,0.019861008,0.004982626,0.022793497,0.0,0.073608836,0.000708613,0,0.024358402,0.846867709,0.052437329,1059.0,0
Pulaski County,716,85,94.44,90,46.28099174,21.35454545,1287,40.9,34.1,24.9,23.8,2.287288136,46.32152589,39.29,0.0,0.0,819.7759285,5522.478718,117.6956333,3091.66035,645.6809169,127.3113831,0.0,579.9328827,0.0,675.7882129,12.39187257,0,174.4773427,7168.616162,567.6544211,0.0,0.0,0.675827506,4.552742813,0.097031857,2.548772339,0.532299922,0.104957265,0.0,0.478096348,0.0,0.557125097,0.01021756,0,0.143838384,5.90982129,0.467972028,1048.509554,5
Putnam County,717,155,90.64,171,43.8174852,18.9,3019,35.6,37.7,26.7,24.3,3.1,37.07270101,35.03,0.0,12.79969858,442.0883173,6821.866741,550.5936668,8112.320219,1101.415124,172.3533521,8.867157999,534.524104,0.0,691.6674594,5.310917522,0,302.6790494,4386.848957,1044.655409,0.0,0.004355747,0.150473667,2.32194104,0.187403114,2.761172574,0.374885724,0.058665121,0.003017555,0.181934415,0.0,0.235422325,0.001808546,0,0.103020868,1.493140113,0.355568069,1118.0,7
Quitman County,718,30,85.71,35,62.26415094,21.35454545,291,58.4,21.6,19.9,17.2,2.287288136,77.38515901,21.43,2.577319588,2.257731959,2172.299725,7042.690859,482.4132302,4728.505533,1031.592371,225.6095533,4.232646048,358.0362887,0.0,1279.192096,23.87738832,0,353.0241924,10123.81443,597.1704467,0.009553265,0.008350515,8.04556701,26.08405498,1.786701031,17.51298969,3.820721649,0.835601375,0.015670103,1.32604811,0.0,4.737731959,0.088419244,0,1.307491409,37.49560137,2.211752577,1048.509554,10
Rabun County,719,116,92.8,125,28.4607938,21.35454545,2212,52.6,35.8,11.5,11.1,2.287288136,30.71816536,42.86,0.0,30.77798373,414.3377396,7801.295723,619.854783,10683.62458,1302.809322,192.1877486,0.0,421.2069937,0.0,923.9195072,85.36550633,0,129.5433635,3642.60443,657.3836031,0.0,0.014846293,0.199873418,3.763286618,0.299014467,5.153702532,0.62846745,0.092707957,0.0,0.203187161,0.0,0.445691682,0.041179928,0,0.062490958,1.757165461,0.317115732,1064.0,7
Randolph County,720,48,85.71,56,74.50704225,21.35454545,781,57.5,20.0,22.5,21.1,2.287288136,69.26593407,0.0,0.0,0.0,793.4629449,4532.076837,470.650128,5076.702382,2172.019834,207.1853137,2.816901408,502.4910883,8.543072983,1112.686056,19.80294494,0,179.8474136,6044.526248,460.5095519,0.0,0.0,1.098975672,6.277119078,0.651869398,7.031446863,3.008335467,0.286965429,0.00390525,0.695966709,0.011830986,1.541113956,0.027426376,0,0.249090909,8.371920615,0.637823303,1048.509554,16
Richmond County,721,1586,73.77,2150,54.58208164,21.1,31353,57.5,26.5,16.0,19.7,2.2,49.17054935,34.41,11.39903677,44.6638545,214.7189424,4866.299933,342.7241342,3278.358549,887.8949172,132.8421586,27.72100246,310.8521417,2.403948585,865.7454563,5.763823877,0,75.9104848,5492.379485,382.7517246,0.000399643,0.001566357,0.007529742,0.170651612,0.012018627,0.114965713,0.031136733,0.004658565,0.000972156,0.01090103,8.42e-05,0.030360093,0.000202214,0,0.002661946,0.192607087,0.01342232,1020.0,4
Rockdale County,722,1048,82.13,1276,42.20686057,21.2,16389,49.1,23.6,27.3,28.4,2.5,48.41303831,43.1,0.0,20.56558545,295.4652206,6543.935176,619.4523217,4517.097991,607.7234127,184.2436006,0.0,476.2463744,0.0,822.1422265,6.605704436,0,124.3862707,6240.142352,500.6416719,0.0,0.001319177,0.018953566,0.41977912,0.039736409,0.289762036,0.038984075,0.011818903,0.0,0.030550369,0.0,0.052738422,0.000423455,0,0.007979132,0.400291659,0.032114833,1075.0,6
Rome City,785,421,92.94,453,42.57054314,21.6,6574,48.9,30.3,20.8,19.9,2.287288136,44.18057143,53.0,0.0,79.36839671,223.1416611,6452.884855,119.297624,3503.522546,724.4819592,138.2902358,0.0,396.6933998,0.0,521.2611454,4.727178278,0,194.86115,6044.66763,317.1490402,0.0,0.012423182,0.034925464,1.009998479,0.018672041,0.548367813,0.113395193,0.021644357,0.0,0.062090052,0.0,0.081586553,0.000739276,0,0.030498935,0.946105872,0.049639489,1091.0,0
Savannah-Chatham County,625,2036,90.13,2259,44.5363717,22.0,38202,62.6,18.4,19.0,19.9,2.3,44.34406664,37.45,0.0,33.51242893,412.8849728,6412.881907,587.5488904,8039.648018,1077.786947,173.2263515,1.054593215,616.7644524,31.6816384,719.7532938,3.205156013,0,91.76112115,3891.43893,551.6614235,0.0,0.000952568,0.011736297,0.182287838,0.01670122,0.228528873,0.030636354,0.004924088,3.01e-05,0.017531805,0.000900476,0.020459138,9.11e-05,0,0.00260824,0.110615151,0.015681116,1042.0,9
Schley County,723,83,97.65,85,31.4861461,21.35454545,1237,43.3,39.1,17.5,15.2,2.287288136,22.86434574,72.62,26.86263541,1.438965238,495.2927728,6004.0454,279.4379386,2325.361665,737.9198222,219.4033387,0.0,354.477599,0.0,650.3820938,5.561438965,0,136.8665804,7382.973323,350.2045594,0.022239289,0.001188359,0.410008084,4.970234438,0.231325788,1.924971706,0.610856912,0.181624899,0.0,0.293443816,0.0,0.538399353,0.004599838,0,0.113298302,6.111729992,0.289902991,1190.0,5
Screven County,724,115,92.0,125,47.93989336,21.35454545,2230,51.6,30.3,18.1,17.6,2.9,20.78810409,39.47,0.0,33.27920179,347.6938789,5828.604462,386.9653363,3617.017798,787.8309507,169.4292287,8.359,457.8952601,0.0,684.4548117,8.14493722,0,115.3352556,6684.418834,667.6060179,0.0,0.016192825,0.169192825,2.836304933,0.188304933,1.760107623,0.383372197,0.08244843,0.004067265,0.222820628,0.0,0.333067265,0.003964126,0,0.056125561,3.252757848,0.324869955,1112.0,5
Seminole County,725,100,90.91,110,47.2,21.35454545,1361,33.8,41.1,25.1,25.9,2.287288136,29.80349345,54.46,0.0,18.00978692,383.2967818,4223.064651,143.2373769,4137.939566,959.0107935,339.1286113,0.0,598.079133,0.0,812.9397575,20.17091109,0,235.7992873,5949.62748,733.6555694,0.0,0.014261572,0.303482733,3.343681117,0.113409258,3.276274798,0.759309331,0.26850845,0.0,0.473541514,0.0,0.643659074,0.015973549,0,0.186700955,4.710712711,0.580881705,1053.0,16
