"LONG_SCHOOL_YEAR","SCHOOL_DISTRCT_CD","SCHOOL_DSTRCT_NM","INSTN_NUMBER","INSTN_NAME","SUBGRP_DESC","TEST_CMPNT_TYP_CD","NATIONAL_NUM_TESTED_CNT","STATE_NUM_TESTED_CNT","DSTRCT_NUM_TESTED_CNT","INSTN_NUM_TESTED_CNT","NATIONAL_AVG_SCORE_VAL","STATE_AVG_SCORE_VAL","DSTRCT_AVG_SCORE_VAL","INSTN_AVG_SCORE_VAL"
"2020-21","667","Gwinnett County","0805","Peachtree Ridge High School","All Students","Reading",1295349,12574,"1292","94",20.9,23.8,24,25.2
"2020-21","667","Gwinnett County","0805","Peachtree Ridge High School","All Students","Science",1295349,12574,"1292","94",20.4,22.7,23.4,24.2
"2020-21","650","Echols County","1050","Echols County High School","All Students","English",1295349,12575,"12","12",19.6,22.5,16.8,16.8
"2020-21","676","Houston County","4056","Warner Robins High School","All Students","Composite",1295349,12574,"173","22",20.3,22.9,22.9,22.2
"2020-21","706","Muscogee County","0203","Northside High School","All Students","Composite",1295349,12574,"224","64",20.3,22.9,23.2,20.8
"2020-21","651","Effingham County","0390","Effingham County High School","All Students","Reading",1295349,12574,"83","35",20.9,23.8,23.9,23.9
"2020-21","786","Social Circle City","0201","Social Circle High School","All Students","Composite",1295349,12574,"15","15",20.3,22.9,20.9,20.9
"2020-21","644","DeKalb County","5052","Chamblee Charter High School","All Students","Mathematics",1295349,12574,"448","29",19.9,22,21.2,24.7
"2020-21","647","Dougherty County","1058","Monroe High School","All Students","Writing Subscore",463733,2516,"11","TFS",6.4,6.9,6.5,
"2020-21","623","Catoosa County","1052","Lakeview-Fort Oglethorpe High School","All Students","English",1295349,12575,"204","29",19.6,22.5,21.1,20.9
"2020-21","655","Fannin County","0176","Fannin County High School","All Students","Reading",1295349,12574,"16","16",20.9,23.8,22.8,22.8
"2020-21","655","Fannin County","0176","Fannin County High School","All Students","Mathematics",1295349,12574,"16","16",19.9,22,21.2,21.2
"2020-21","727","Stephens County","5050","Stephens County High School","All Students","Writing Subscore",463733,2516,"TFS","TFS",6.4,6.9,,
"2020-21","638","Coweta County","5054","Newnan High School","All Students","Reading",1295349,12574,"271","75",20.9,23.8,23.6,22.6
"2020-21","643","Decatur County","3050","Bainbridge High School","All Students","Mathematics",1295349,12574,"45","45",19.9,22,17.6,17.6
"2020-21","643","Decatur County","3050","Bainbridge High School","All Students","Reading",1295349,12574,"45","45",20.9,23.8,19.1,19.1
"2020-21","643","Decatur County","3050","Bainbridge High School","All Students","English",1295349,12575,"45","45",19.6,22.5,17.5,17.5
"2020-21","725","Seminole County","0196","Seminole County Middle/High School","All Students","Science",1295349,12574,"TFS","TFS",20.4,22.7,,
"2020-21","749","Warren County","0205","Warren County High School","All Students","Composite",1295349,12574,"TFS","TFS",20.3,22.9,,
"2020-21","730","Talbot County","0190","Central Elementary/High School","All Students","Writing Subscore",463733,2516,"TFS","TFS",6.4,6.9,,
"2020-21","667","Gwinnett County","1410","Mountain View High School","All Students","Composite",1295349,12574,"1292","69",20.3,22.9,23.5,23.7
"2020-21","687","Laurens County","0197","East Laurens High School","All Students","Science",1295349,12574,"37","TFS",20.4,22.7,21.1,
"2020-21","687","Laurens County","0197","East Laurens High School","All Students","Composite",1295349,12574,"37","TFS",20.3,22.9,20.3,
"2020-21","667","Gwinnett County","1019","Gwinnett School of Mathematics, Science and Technology","All Students","Mathematics",1295349,12574,"1292","54",19.9,22,23.2,29.6
"2020-21","706","Muscogee County","5052","Carver High School","All Students","English",1295349,12575,"224","TFS",19.6,22.5,22.6,
"2020-21","722","Rockdale County","0176","Heritage High School","All Students","Mathematics",1295349,12574,"103","40",19.9,22,20,18.8
"2020-21","701","Mitchell County","0282","Mitchell County High School","All Students","Writing Subscore",463733,2516,"TFS","TFS",6.4,6.9,,
"2020-21","622","Carroll County","0212","Mt. Zion High School","All Students","Science",1295349,12574,"80","TFS",20.4,22.7,21,
"2020-21","714","Pike County","0194","Pike County High School","All Students","Reading",1295349,12574,"13","13",20.9,23.8,26.2,26.2
"2020-21","714","Pike County","0194","Pike County High School","All Students","Composite",1295349,12574,"13","13",20.3,22.9,23.9,23.9
"2020-21","628","Cherokee County","5050","Cherokee High School","All Students","English",1295349,12575,"549","107",19.6,22.5,23.2,23.5
"2020-21","709","Oglethorpe County","2050","Oglethorpe County High School","All Students","Mathematics",1295349,12574,"10","10",19.9,22,23,23
"2020-21","709","Oglethorpe County","2050","Oglethorpe County High School","All Students","Science",1295349,12574,"10","10",20.4,22.7,23.4,23.4
"2020-21","709","Oglethorpe County","2050","Oglethorpe County High School","All Students","Reading",1295349,12574,"10","10",20.9,23.8,23.2,23.2
"2020-21","755","Whitfield County","0112","Coahulla Creek High School","All Students","English",1295349,12575,"80","24",19.6,22.5,19.6,21.3
"2020-21","747","Walton County","0205","Monroe Area High School","All Students","Writing Subscore",463733,2516,"13","TFS",6.4,6.9,6.4,
"2020-21","636","Columbia County","4050","Evans High School","All Students","Mathematics",1295349,12574,"174","30",19.9,22,23,22
"2020-21","644","DeKalb County","1070","Tucker High School","All Students","Writing Subscore",463733,2516,"101","TFS",6.4,6.9,7,
"2020-21","656","Fayette County","0105","Whitewater High School","All Students","English",1295349,12575,"403","80",19.6,22.5,24.4,24.5
"2020-21","772","Dalton Public Schools","4050","Dalton High School","All Students","Writing Subscore",463733,2516,"TFS","TFS",6.4,6.9,,
"2020-21","622","Carroll County","2052","Central High School","All Students","English",1295349,12575,"80","41",19.6,22.5,18.7,19
"2020-21","644","DeKalb County","2054","Columbia High School","All Students","Reading",1295349,12574,"448","TFS",20.9,23.8,23.3,
"2020-21","644","DeKalb County","2054","Columbia High School","All Students","Writing Subscore",463733,2516,"101","TFS",6.4,6.9,7,
"2020-21","644","DeKalb County","0410","DeKalb School of the Arts","All Students","English",1295349,12575,"448","17",19.6,22.5,22.5,26.1
"2020-21","607","Barrow County","3052","Winder-Barrow High School","All Students","Composite",1295349,12574,"53","33",20.3,22.9,21.4,21.3
"2020-21","660","Fulton County","0119","Cambridge High School","All Students","Writing Subscore",463733,2516,"232","26",6.4,6.9,7.5,7.8
"2020-21","647","Dougherty County","2052","Dougherty Comprehensive High School","All Students","English",1295349,12575,"33","TFS",19.6,22.5,19.5,
"2020-21","647","Dougherty County","2052","Dougherty Comprehensive High School","All Students","Reading",1295349,12574,"33","TFS",20.9,23.8,20.3,
"2020-21","660","Fulton County","0386","Independence High School","All Students","English",1295349,12575,"1314","TFS",19.6,22.5,25.5,
"2020-21","660","Fulton County","0386","Independence High School","All Students","Science",1295349,12574,"1314","TFS",20.4,22.7,24.7,
"2020-21","766","Carrollton City","1050","Carrollton High School","All Students","Reading",1295349,12574,"53","53",20.9,23.8,23.1,23.1
"2020-21","625","Savannah-Chatham County","0411","Islands High School","All Students","Reading",1295349,12574,"76","12",20.9,23.8,23.2,23.8
"2020-21","629","Clarke County","5556","Clarke Central High School","All Students","Mathematics",1295349,12574,"67","54",19.9,22,21.7,22
"2020-21","657","Floyd County","0111","Model High","All Students","Writing Subscore",463733,2516,"25","TFS",6.4,6.9,7,
"2020-21","627","Chattooga County","1050","Chattooga High School","All Students","Reading",1295349,12574,"13","13",20.9,23.8,21.5,21.5
"2020-21","765","Calhoun City","3050","Calhoun High School","All Students","Composite",1295349,12574,"41","41",20.3,22.9,20.2,20.2
"2020-21","674","Heard County","0110","Heard County High School","All Students","Mathematics",1295349,12574,"14","14",19.9,22,19.1,19.1
"2020-21","674","Heard County","0110","Heard County High School","All Students","Writing Subscore",463733,2516,"TFS","TFS",6.4,6.9,,
"2020-21","625","Savannah-Chatham County","0117","New Hampstead High School","All Students","English",1295349,12575,"76","TFS",19.6,22.5,21.9,
"2020-21","707","Newton County","0173","Newton High School","All Students","English",1295349,12575,"84","35",19.6,22.5,18.8,17.1
"2020-21","707","Newton County","0173","Newton High School","All Students","Mathematics",1295349,12574,"84","35",19.9,22,18.5,17
"2020-21","707","Newton County","0173","Newton High School","All Students","Reading",1295349,12574,"84","35",20.9,23.8,20.4,19.9
"2020-21","664","Gordon County","0106","Sonoraville High School","All Students","English",1295349,12575,"25","15",19.6,22.5,20.1,21.6
"2020-21","667","Gwinnett County","1050","Berkmar High School","All Students","Writing Subscore",463733,2516,"244","TFS",6.4,6.9,7.4,
"2020-21","656","Fayette County","0398","Fayette County High School","All Students","English",1295349,12575,"403","53",19.6,22.5,24.4,20.3
"2020-21","631","Clayton County","1054","Forest Park High School","All Students","Mathematics",1295349,12574,"159","TFS",19.9,22,18.3,
"2020-21","631","Clayton County","1054","Forest Park High School","All Students","Writing Subscore",463733,2516,"60","TFS",6.4,6.9,6.7,
"2020-21","633","Cobb County","0381","Lassiter High School","All Students","Mathematics",1295349,12574,"1219","123",19.9,22,23.4,25.3
"2020-21","623","Catoosa County","0109","Heritage High School","All Students","Mathematics",1295349,12574,"204","93",19.9,22,20.4,21.1
"2020-21","623","Catoosa County","0109","Heritage High School","All Students","English",1295349,12575,"204","93",19.6,22.5,21.1,21
"2020-21","644","DeKalb County","4069","Towers High School","All Students","Writing Subscore",463733,2516,"101","TFS",6.4,6.9,7,
"2020-21","675","Henry County","0307","Ola High School","All Students","Reading",1295349,12574,"408","61",20.9,23.8,21.4,24.6
"2020-21","645","Dodge County","0103","Dodge County High School","All Students","Reading",1295349,12574,"TFS","TFS",20.9,23.8,,
"2020-21","705","Murray County","0112","North Murray High School","All Students","Composite",1295349,12574,"27","TFS",20.3,22.9,19.1,
"2020-21","761","Atlanta Public Schools","0182","Mays High School","All Students","Writing Subscore",463733,2516,"150","TFS",6.4,6.9,6,
"2020-21","698","McIntosh County","0104","McIntosh Academy","All Students","Mathematics",1295349,12574,"TFS","TFS",19.9,22,,
"2020-21","698","McIntosh County","0104","McIntosh Academy","All Students","Reading",1295349,12574,"TFS","TFS",20.9,23.8,,
"2020-21","631","Clayton County","0104","Mundy's Mill High School","All Students","Composite",1295349,12574,"159","39",20.3,22.9,19.2,17.4
"2020-21","631","Clayton County","0104","Mundy's Mill High School","All Students","Mathematics",1295349,12574,"159","39",19.9,22,18.3,16.1
"2020-21","755","Whitfield County","0175","Northwest Whitfield County High School","All Students","Reading",1295349,12574,"80","24",20.9,23.8,20.9,22
"2020-21","755","Whitfield County","0175","Northwest Whitfield County High School","All Students","English",1295349,12575,"80","24",19.6,22.5,19.6,20.8
"2020-21","631","Clayton County","0190","Lovejoy High School","All Students","English",1295349,12575,"159","16",19.6,22.5,18.5,14.5
"2020-21","675","Henry County","0101","Union Grove High","All Students","English",1295349,12575,"408","88",19.6,22.5,19.8,22
"2020-21","675","Henry County","0101","Union Grove High","All Students","Science",1295349,12574,"408","88",20.4,22.7,20.8,22.2
"2020-21","675","Henry County","0101","Union Grove High","All Students","Mathematics",1295349,12574,"408","88",19.9,22,19.6,22
"2020-21","699","Meriwether County","4050","Manchester High School","All Students","English",1295349,12575,"21","15",19.6,22.5,14,13.8
"2020-21","625","Savannah-Chatham County","0499","Savannah Arts Academy","All Students","Writing Subscore",463733,2516,"19","TFS",6.4,6.9,6.6,
"2020-21","638","Coweta County","0389","East Coweta High School","All Students","Science",1295349,12574,"271","115",20.4,22.7,22.5,21.9
"2020-21","708","Oconee County","0293","Oconee County High School","All Students","English",1295349,12575,"81","41",19.6,22.5,24.7,25.6
"2020-21","640","Crisp County","0196","Crisp County High School","All Students","Composite",1295349,12574,"TFS","TFS",20.3,22.9,,
"2020-21","633","Cobb County","0186","Oakwood High School","All Students","Science",1295349,12574,"1219","TFS",20.4,22.7,23.9,
"2020-21","771","Commerce City","0112","Commerce High School","All Students","Writing Subscore",463733,2516,"TFS","TFS",6.4,6.9,,
"2020-21","669","Hall County","0202","Flowery Branch High","All Students","English",1295349,12575,"93","29",19.6,22.5,21.5,22
"2020-21","636","Columbia County","0112","Grovetown High School","All Students","Writing Subscore",463733,2516,"57","13",6.4,6.9,6.9,6.5
"2020-21","751","Wayne County","0101","Wayne County High School","All Students","Writing Subscore",463733,2516,"TFS","TFS",6.4,6.9,,
"2020-21","751","Wayne County","0101","Wayne County High School","All Students","Reading",1295349,12574,"13","13",20.9,23.8,19.2,19.2
"2020-21","684","Jones County","0192","Jones County High School","All Students","Writing Subscore",463733,2516,"TFS","TFS",6.4,6.9,,
"2020-21","660","Fulton County","0106","Milton High School","All Students","English",1295349,12575,"1314","156",19.6,22.5,25.5,27.3
"2020-21","667","Gwinnett County","0187","Meadowcreek High School","All Students","Composite",1295349,12574,"1292","12",20.3,22.9,23.5,16.3
"2020-21","602","Atkinson County","0103","Atkinson County High School","All Students","Reading",1295349,12574,"TFS","TFS",20.9,23.8,,
"2020-21","633","Cobb County","4066","Pebblebrook High School","All Students","Mathematics",1295349,12574,"1219","38",19.9,22,23.4,18.6
"2020-21","642","Dawson County","0198","Dawson County High School","All Students","English",1295349,12575,"39","39",19.6,22.5,19.1,19.1
"2020-21","761","Atlanta Public Schools","0118","The Best Academy High School at Benjamin S. Carson","All Students","English",1295349,12575,"303","TFS",19.6,22.5,19.8,
"2020-21","702","Monroe County","0184","Mary Persons High School","All Students","Reading",1295349,12574,"27","27",20.9,23.8,23.5,23.5
"2020-21","669","Hall County","1556","North Hall High School","All Students","Composite",1295349,12574,"93","23",20.3,22.9,22.4,23.8
"2020-21","669","Hall County","1556","North Hall High School","All Students","Writing Subscore",463733,2516,"17","TFS",6.4,6.9,7.8,
"2020-21","669","Hall County","1556","North Hall High School","All Students","Mathematics",1295349,12574,"93","23",19.9,22,21.8,22.5
"2020-21","721","Richmond County","4562","Davidson Magnet School","All Students","Mathematics",1295349,12574,"67","21",19.9,22,20.4,24.3
"2020-21","633","Cobb County","2066","Osborne High School","All Students","Science",1295349,12574,"1219","10",20.4,22.7,23.9,18.5
"2020-21","644","DeKalb County","3060","Lakeside High School","All Students","Mathematics",1295349,12574,"448","59",19.9,22,21.2,24.8
"2020-21","625","Savannah-Chatham County","0108","Early College Program","All Students","English",1295349,12575,"76","TFS",19.6,22.5,21.9,
"2020-21","652","Elbert County","0176","Elbert County High School","All Students","Mathematics",1295349,12574,"TFS","TFS",19.9,22,,
"2020-21","638","Coweta County","0196","Northgate High School","All Students","Reading",1295349,12574,"271","81",20.9,23.8,23.6,25
"2020-21","638","Coweta County","0196","Northgate High School","All Students","English",1295349,12575,"271","81",19.6,22.5,22.2,23.8
"2020-21","648","Douglas County","0187","Alexander High School","All Students","Science",1295349,12574,"196","72",20.4,22.7,20.2,21.8
"2020-21","667","Gwinnett County","5550","Duluth High School","All Students","Composite",1295349,12574,"1292","43",20.3,22.9,23.5,22.3
"2020-21","761","Atlanta Public Schools","4560","Grady High School","All Students","Reading",1295349,12574,"303","49",20.9,23.8,20.8,26.2
"2020-21","658","Forsyth County","0190","South Forsyth High School","All Students","English",1295349,12575,"928","212",19.6,22.5,25.1,26.6
"2020-21","667","Gwinnett County","0101","Grayson High School","All Students","Composite",1295349,12574,"1292","104",20.3,22.9,23.5,22.4
"2020-21","660","Fulton County","0291","Creekside High School","All Students","Science",1295349,12574,"1314","24",20.4,22.7,24.7,18.6
"2020-21","660","Fulton County","0118","Hapeville Charter Career Academy","All Students","Science",1295349,12574,"1314","14",20.4,22.7,24.7,16.1
"2020-21","660","Fulton County","0118","Hapeville Charter Career Academy","All Students","Reading",1295349,12574,"1314","14",20.9,23.8,26.1,15.2
"2020-21","608","Bartow County","0198","Woodland High School","All Students","Composite",1295349,12574,"68","19",20.3,22.9,21.4,21.9
"2020-21","721","Richmond County","1052","Butler High School","All Students","Science",1295349,12574,"67","TFS",20.4,22.7,21.1,
"2020-21","721","Richmond County","1052","Butler High School","All Students","Composite",1295349,12574,"67","TFS",20.3,22.9,21.1,
"2020-21","633","Cobb County","1054","Campbell High School","All Students","English",1295349,12575,"1219","90",19.6,22.5,24.2,25.7
"2020-21","633","Cobb County","1054","Campbell High School","All Students","Mathematics",1295349,12574,"1219","90",19.9,22,23.4,24.3
"2020-21","705","Murray County","0190","Murray County High School","All Students","Writing Subscore",463733,2516,"TFS","TFS",6.4,6.9,,
"2020-21","705","Murray County","0190","Murray County High School","All Students","Reading",1295349,12574,"27","19",20.9,23.8,19,18.8
"2020-21","616","Bulloch County","2054","Statesboro High School","All Students","Composite",1295349,12574,"40","19",20.3,22.9,21.6,20.3
"2020-21","616","Bulloch County","2054","Statesboro High School","All Students","Reading",1295349,12574,"40","19",20.9,23.8,23.2,21.8
"2020-21","616","Bulloch County","2054","Statesboro High School","All Students","Mathematics",1295349,12574,"40","19",19.9,22,20.6,19.5
"2020-21","631","Clayton County","1056","Jonesboro High School","All Students","Mathematics",1295349,12574,"159","19",19.9,22,18.3,18.7
"2020-21","660","Fulton County","0392","Chattahoochee High School","All Students","Composite",1295349,12574,"1314","117",20.3,22.9,25.3,26.7
"2020-21","609","Ben Hill County","0291","Fitzgerald High School","All Students","Writing Subscore",463733,2516,"TFS","TFS",6.4,6.9,,
"2020-21","624","Charlton County","0287","Charlton County High School","All Students","Reading",1295349,12574,"TFS","TFS",20.9,23.8,,
"2020-21","644","DeKalb County","0497","Stephenson High School","All Students","Composite",1295349,12574,"448","23",20.3,22.9,22.4,17.7
"2020-21","735","Terrell County","0105","Terrell High School","All Students","Mathematics",1295349,12574,"TFS","TFS",19.9,22,,
"2020-21","631","Clayton County","0115","Charles R. Drew High School","All Students","Reading",1295349,12574,"159","TFS",20.9,23.8,20.2,
"2020-21","631","Clayton County","0115","Charles R. Drew High School","All Students","English",1295349,12575,"159","TFS",19.6,22.5,18.5,
"2020-21","631","Clayton County","4058","Morrow High School","All Students","Reading",1295349,12574,"159","10",20.9,23.8,20.2,19
"2020-21","631","Clayton County","4058","Morrow High School","All Students","Science",1295349,12574,"159","10",20.4,22.7,19.2,17.9
"2020-21","631","Clayton County","4058","Morrow High School","All Students","Mathematics",1295349,12574,"159","10",19.9,22,18.3,17.5
"2020-21","631","Clayton County","4058","Morrow High School","All Students","English",1295349,12575,"159","10",19.6,22.5,18.5,16
"2020-21","641","Dade County","0195","Dade County High School","All Students","English",1295349,12575,"28","28",19.6,22.5,19.5,19.5
"2020-21","641","Dade County","0195","Dade County High School","All Students","Composite",1295349,12574,"28","28",20.3,22.9,20.3,20.3
"2020-21","607","Barrow County","0101","Apalachee High School","All Students","English",1295349,12575,"53","20",19.6,22.5,20.3,20.9
"2020-21","661","Gilmer County","0196","Gilmer High School","All Students","Science",1295349,12574,"11","11",20.4,22.7,20.7,20.7
"2020-21","610","Berrien County","0101","Berrien High School","All Students","English",1295349,12575,"10","10",19.6,22.5,18.7,18.7
"2020-21","629","Clarke County","0102","Cedar Shoals High School","All Students","Composite",1295349,12574,"67","13",20.3,22.9,22.6,20.6
"2020-21","633","Cobb County","0373","Sprayberry High School","All Students","Writing Subscore",463733,2516,"211","TFS",6.4,6.9,7.1,
"2020-21","633","Cobb County","0373","Sprayberry High School","All Students","English",1295349,12575,"1219","34",19.6,22.5,24.2,21.9
"2020-21","737","Tift County","3052","Northeast Middle School","All Students","English",1295349,12575,"34","34",19.6,22.5,20.1,20.1
"2020-21","696","Marion County","0275","Marion County Middle/High School","All Students","Science",1295349,12574,"TFS","TFS",20.4,22.7,,
"2020-21","658","Forsyth County","5050","Forsyth Central High School","All Students","Composite",1295349,12574,"928","169",20.3,22.9,25.4,24.1
"2020-21","660","Fulton County","5069","Westlake High School","All Students","Science",1295349,12574,"1314","61",20.4,22.7,24.7,19.1
"2020-21","660","Fulton County","5069","Westlake High School","All Students","Mathematics",1295349,12574,"1314","61",19.9,22,24.5,18
"2020-21","690","Lincoln County","0110","Lincoln County High School","All Students","Reading",1295349,12574,"TFS","TFS",20.9,23.8,,
"2020-21","660","Fulton County","0910","Johns Creek High School","All Students","Composite",1295349,12574,"1314","154",20.3,22.9,25.3,27
"2020-21","758","Wilkinson County","3050","Wilkinson County High School","All Students","Science",1295349,12574,"TFS","TFS",20.4,22.7,,
"2020-21","721","Richmond County","2056","Hephzibah High School","All Students","Mathematics",1295349,12574,"67","TFS",19.9,22,20.4,
"2020-21","721","Richmond County","2056","Hephzibah High School","All Students","Science",1295349,12574,"67","TFS",20.4,22.7,21.1,
"2020-21","633","Cobb County","0192","Harrison High School","All Students","Reading",1295349,12574,"1219","117",20.9,23.8,25.3,25.9
"2020-21","633","Cobb County","0707","Hillgrove High School","All Students","Composite",1295349,12574,"1219","128",20.3,22.9,24.3,22.3
"2020-21","625","Savannah-Chatham County","3056","Groves High School","All Students","Composite",1295349,12574,"76","TFS",20.3,22.9,22,
"2020-21","764","Buford City","0191","Buford High School","All Students","English",1295349,12575,"46","46",19.6,22.5,25.2,25.2
"2020-21","764","Buford City","0191","Buford High School","All Students","Science",1295349,12574,"46","46",20.4,22.7,25.1,25.1
"2020-21","689","Liberty County","0105","Bradwell Institute","All Students","Reading",1295349,12574,"41","25",20.9,23.8,21.1,19.1
"2020-21","789","Thomasville City","4052","Thomasville High School","All Students","Writing Subscore",463733,2516,"TFS","TFS",6.4,6.9,,
"2020-21","789","Thomasville City","4052","Thomasville High School","All Students","Reading",1295349,12574,"39","39",20.9,23.8,23.9,23.9
"2020-21","740","Treutlen County","0213","Treutlen Middle/High School","All Students","Composite",1295349,12574,"TFS","TFS",20.3,22.9,,
"2020-21","740","Treutlen County","0213","Treutlen Middle/High School","All Students","Science",1295349,12574,"TFS","TFS",20.4,22.7,,
"2020-21","706","Muscogee County","2062","Hardaway High School","All Students","Mathematics",1295349,12574,"224","14",19.9,22,22.4,17.7
"2020-21","706","Muscogee County","2062","Hardaway High School","All Students","Reading",1295349,12574,"224","14",20.9,23.8,24.3,21.4
"2020-21","631","Clayton County","0290","Mount Zion High School","All Students","Mathematics",1295349,12574,"159","TFS",19.9,22,18.3,
"2020-21","631","Clayton County","0290","Mount Zion High School","All Students","Reading",1295349,12574,"159","TFS",20.9,23.8,20.2,
"2020-21","633","Cobb County","2056","North Cobb High School","All Students","Science",1295349,12574,"1219","91",20.4,22.7,23.9,22.1
"2020-21","784","Pelham City","0111","Pelham High School","All Students","Science",1295349,12574,"TFS","TFS",20.4,22.7,,
"2020-21","644","DeKalb County","5067","Southwest DeKalb High School","All Students","Science",1295349,12574,"448","27",20.4,22.7,22.1,20.1
"2020-21","622","Carroll County","3050","Bowdon High School","All Students","English",1295349,12575,"80","13",19.6,22.5,18.7,17.5
"2020-21","668","Habersham County","2052","Habersham Central High School","All Students","Mathematics",1295349,12574,"25","25",19.9,22,21.8,21.8
"2020-21","675","Henry County","0104","Luella High School","All Students","Mathematics",1295349,12574,"408","18",19.9,22,19.6,18.1
"2020-21","695","Madison County","5050","Madison County High School","All Students","Mathematics",1295349,12574,"13","13",19.9,22,21,21
"2020-21","628","Cherokee County","0115","River Ridge High School","All Students","Composite",1295349,12574,"549","76",20.3,22.9,23.8,23.6
"2020-21","658","Forsyth County","0219","Forsyth Virtual Academy","All Students","Mathematics",1295349,12574,"928","TFS",19.9,22,24.7,
"2020-21","667","Gwinnett County","0185","Shiloh High School","All Students","English",1295349,12575,"1292","46",19.6,22.5,22.8,18.3
"2020-21","647","Dougherty County","4062","Westover High School","All Students","Mathematics",1295349,12574,"33","26",19.9,22,17.7,18.6
"2020-21","647","Dougherty County","4062","Westover High School","All Students","Composite",1295349,12574,"33","26",20.3,22.9,19.4,20.4
"2020-21","603","Bacon County","0302","Bacon County High School","All Students","English",1295349,12575,"TFS","TFS",19.6,22.5,,
"2020-21","644","DeKalb County","4053","Clarkston High School","All Students","English",1295349,12575,"448","TFS",19.6,22.5,22.5,
"2020-21","644","DeKalb County","4053","Clarkston High School","All Students","Mathematics",1295349,12574,"448","TFS",19.9,22,21.2,
"2020-21","675","Henry County","0105","Dutchtown High","All Students","Composite",1295349,12574,"408","52",20.3,22.9,20.5,20
"2020-21","625","Savannah-Chatham County","5070","Windsor Forest High School","All Students","English",1295349,12575,"76","TFS",19.6,22.5,21.9,
"2020-21","625","Savannah-Chatham County","5070","Windsor Forest High School","All Students","Composite",1295349,12574,"76","TFS",20.3,22.9,22,
"2020-21","628","Cherokee County","0106","Creekview High School","All Students","Writing Subscore",463733,2516,"89","11",6.4,6.9,6.8,5.8
"2020-21","754","White County","0105","White County High School","All Students","English",1295349,12575,"14","14",19.6,22.5,20.4,20.4
"2020-21","754","White County","0105","White County High School","All Students","Writing Subscore",463733,2516,"TFS","TFS",6.4,6.9,,
"2020-21","644","DeKalb County","0407","Dekalb Early College Academy","All Students","English",1295349,12575,"448","TFS",19.6,22.5,22.5,
"2020-21","678","Jackson County","0191","Jackson County Comprehensive High School","All Students","English",1295349,12575,"42","28",19.6,22.5,21.3,21.7
"2020-21","681","Jefferson County","0196","Jefferson County High School","All Students","Composite",1295349,12574,"TFS","TFS",20.3,22.9,,
"2020-21","667","Gwinnett County","0176","Parkview High School","All Students","English",1295349,12575,"1292","90",19.6,22.5,22.8,23.2
"2020-21","660","Fulton County","0191","Roswell High School","All Students","Reading",1295349,12574,"1314","113",20.9,23.8,26.1,26.6
"2020-21","660","Fulton County","4062","North Springs High School","All Students","Writing Subscore",463733,2516,"232","10",6.4,6.9,7.5,7.4
"2020-21","660","Fulton County","4062","North Springs High School","All Students","Mathematics",1295349,12574,"1314","46",19.9,22,24.5,23.5
"2020-21","637","Cook County","0111","Cook High School","All Students","Reading",1295349,12574,"TFS","TFS",20.9,23.8,,
"2020-21","637","Cook County","0111","Cook High School","All Students","Science",1295349,12574,"TFS","TFS",20.4,22.7,,
"2020-21","611","Bibb County","0105","Howard High School","All Students","Writing Subscore",463733,2516,"TFS","TFS",6.4,6.9,,
"2020-21","701","Mitchell County","0105","Baconton Community Charter School","All Students","Science",1295349,12574,"TFS","TFS",20.4,22.7,,
"2020-21","625","Savannah-Chatham County","5060","Jenkins High School","All Students","English",1295349,12575,"76","TFS",19.6,22.5,21.9,
"2020-21","625","Savannah-Chatham County","5060","Jenkins High School","All Students","Mathematics",1295349,12574,"76","TFS",19.9,22,20.9,
"2020-21","625","Savannah-Chatham County","5060","Jenkins High School","All Students","Composite",1295349,12574,"76","TFS",20.3,22.9,22,
"2020-21","677","Irwin County","2050","Irwin County High School","All Students","Reading",1295349,12574,"TFS","TFS",20.9,23.8,,
"2020-21","635","Colquitt County","1554","Colquitt County High School","All Students","Mathematics",1295349,12574,"29","29",19.9,22,20.1,20.1
"2020-21","636","Columbia County","0189","Lakeside High School","All Students","Reading",1295349,12574,"174","54",20.9,23.8,24.9,27
"2020-21","7820412","State Charter Schools- Georgia Connections Academy","0412","Georgia Connections Academy","All Students","Reading",1295349,12574,"10","10",20.9,23.8,24.3,24.3
"2020-21","663","Glynn County","4752","Glynn Academy","All Students","Composite",1295349,12574,"161","107",20.3,22.9,21.2,22.1
"2020-21","628","Cherokee County","0176","Etowah High School","All Students","English",1295349,12575,"549","109",19.6,22.5,23.2,22.8
"2020-21","691","Long County","0205","Long County High School","All Students","Reading",1295349,12574,"TFS","TFS",20.9,23.8,,
"2020-21","707","Newton County","0206","Alcovy High School","All Students","Reading",1295349,12574,"84","15",20.9,23.8,20.4,19.1
"2020-21","708","Oconee County","0105","North Oconee High School","All Students","English",1295349,12575,"81","40",19.6,22.5,24.7,23.9
"2020-21","715","Polk County","5050","Cedartown High School","All Students","Reading",1295349,12574,"32","17",20.9,23.8,23,20.6
"2020-21","715","Polk County","0102","Rockmart High School","All Students","Science",1295349,12574,"32","15",20.4,22.7,21.9,23.7
"2020-21","675","Henry County","0391","Eagle's Landing High School","All Students","Composite",1295349,12574,"408","35",20.3,22.9,20.5,20.5
"2020-21","667","Gwinnett County","0189","Phoenix High School","All Students","Mathematics",1295349,12574,"1292","TFS",19.9,22,23.2,
