"LONG_SCHOOL_YEAR","SCHOOL_DISTRCT_CD","SCHOOL_DSTRCT_NM","INSTN_NUMBER","INSTN_NAME","NUMBER_OF_GRADUATES","HOPE_ELIGIBLE","HOPE_ELIGIBLE_PCT"
"2019-20","706","Muscogee County","ALL","All Schools",1905,759,39.84
"2019-20","707","Newton County","0173","Newton High School",593,239,40.3
"2019-20","707","Newton County","0206","Alcovy High School",426,155,36.38
"2019-20","707","Newton County","0295","Eastside High School",351,159,45.3
"2019-20","707","Newton County","ALL","All Schools",1370,553,40.36
"2019-20","708","Oconee County","0105","North Oconee High School",332,262,78.92
"2019-20","708","Oconee County","0293","Oconee County High School",271,194,71.59
"2019-20","708","Oconee County","ALL","All Schools",603,456,75.62
"2019-20","709","Oglethorpe County","2050","Oglethorpe County High School",137,72,52.55
"2019-20","709","Oglethorpe County","ALL","All Schools",137,72,52.55
"2019-20","710","Paulding County","0101","Hiram High School",345,119,34.49
"2019-20","710","Paulding County","0106","South Paulding High School",387,158,40.83
"2019-20","710","Paulding County","0109","North Paulding High School",599,336,56.09
"2019-20","710","Paulding County","0292","East Paulding High School",376,137,36.44
"2019-20","710","Paulding County","2552","Paulding County High School",407,182,44.72
"2019-20","710","Paulding County","ALL","All Schools",2114,932,44.09
"2019-20","711","Peach County","2052","Peach County High School",225,98,43.56
"2019-20","711","Peach County","ALL","All Schools",225,98,43.56
"2019-20","712","Pickens County","0198","Pickens County High School",301,154,51.16
"2019-20","712","Pickens County","ALL","All Schools",301,154,51.16
"2019-20","713","Pierce County","0182","Pierce County High School",247,141,57.09
"2019-20","713","Pierce County","ALL","All Schools",247,141,57.09
"2019-20","714","Pike County","0194","Pike County High School",227,135,59.47
"2019-20","714","Pike County","0296","Zebulon High School",31,4,12.9
"2019-20","714","Pike County","ALL","All Schools",258,139,53.88
"2019-20","715","Polk County","0102","Rockmart High School",222,118,53.15
"2019-20","715","Polk County","5050","Cedartown High School",295,160,54.24
"2019-20","715","Polk County","ALL","All Schools",517,278,53.77
"2019-20","716","Pulaski County","2050","Hawkinsville High School",92,37,40.22
"2019-20","716","Pulaski County","ALL","All Schools",92,37,40.22
"2019-20","717","Putnam County","0114","Putnam County High School",168,68,40.48
"2019-20","717","Putnam County","ALL","All Schools",168,68,40.48
"2019-20","718","Quitman County","0110","Quitman County High School",19,7,36.84
"2019-20","718","Quitman County","ALL","All Schools",19,7,36.84
"2019-20","719","Rabun County","0177","Rabun County High School",141,75,53.19
"2019-20","719","Rabun County","ALL","All Schools",141,75,53.19
"2019-20","720","Randolph County","0201","Randolph Clay High School",55,8,14.55
"2019-20","720","Randolph County","ALL","All Schools",55,8,14.55
"2019-20","721","Richmond County","0100","Cross Creek High School",225,51,22.67
"2019-20","721","Richmond County","0213","Richmond County Technical Career Magnet School",74,32,43.24
"2019-20","721","Richmond County","0392","Performance Learning Center",63,,
"2019-20","721","Richmond County","0395","Innovation Academy for Boys",,,
"2019-20","721","Richmond County","0396","Innovation Academy for Girls",,,
"2019-20","721","Richmond County","1052","Butler High School",134,24,17.91
"2019-20","721","Richmond County","2056","Hephzibah High School",218,65,29.82
"2019-20","721","Richmond County","2574","Westside High School",188,48,25.53
"2019-20","721","Richmond County","3054","Glenn Hills High School",129,8,6.2
"2019-20","721","Richmond County","3556","Johnson Magnet",94,52,55.32
"2019-20","721","Richmond County","3756","Josey High School",124,22,17.74
"2019-20","721","Richmond County","4060","Academy of Richmond County High School",263,90,34.22
"2019-20","721","Richmond County","4562","Davidson Magnet School",98,78,79.59
"2019-20","721","Richmond County","5566","Laney High School",101,18,17.82
"2019-20","721","Richmond County","ALL","All Schools",1717,488,28.42
"2019-20","722","Rockdale County","0176","Heritage High School",379,154,40.63
"2019-20","722","Rockdale County","0192","Salem High School",252,59,23.41
"2019-20","722","Rockdale County","3052","Rockdale County High School",512,209,40.82
"2019-20","722","Rockdale County","ALL","All Schools",1143,422,36.92
"2019-20","723","Schley County","0101","Schley Middle High School",83,45,54.22
"2019-20","723","Schley County","ALL","All Schools",83,45,54.22
"2019-20","724","Screven County","4052","Screven County High School",125,53,42.4
"2019-20","724","Screven County","ALL","All Schools",125,53,42.4
"2019-20","725","Seminole County","0196","Seminole County Middle/High School",95,44,46.32
"2019-20","725","Seminole County","ALL","All Schools",95,44,46.32
"2019-20","726","Griffin-Spalding County","0101","Spalding High School",306,155,50.65
"2019-20","726","Griffin-Spalding County","0187","Griffin High School",297,95,31.99
"2019-20","726","Griffin-Spalding County","0208","AZ Kelsey Academy",28,,
"2019-20","726","Griffin-Spalding County","ALL","All Schools",631,250,39.62
"2019-20","727","Stephens County","5050","Stephens County High School",235,116,49.36
"2019-20","727","Stephens County","ALL","All Schools",235,116,49.36
"2019-20","728","Stewart County","0201","Stewart County High School",25,10,40
"2019-20","728","Stewart County","ALL","All Schools",25,10,40
"2019-20","729","Sumter County","0105","Americus Sumter High School (Old Americus-Sumter HS S)",242,72,29.75
"2019-20","729","Sumter County","0396","Furlow Charter School",29,20,68.97
"2019-20","729","Sumter County","ALL","All Schools",271,92,33.95
"2019-20","730","Talbot County","0190","Central Elementary/High School",28,12,42.86
"2019-20","730","Talbot County","ALL","All Schools",28,12,42.86
"2019-20","731","Taliaferro County","0102","Taliaferro County School",11,7,63.64
"2019-20","731","Taliaferro County","ALL","All Schools",11,7,63.64
"2019-20","732","Tattnall County","0194","Tattnall County High School",200,106,53
"2019-20","732","Tattnall County","ALL","All Schools",200,106,53
"2019-20","733","Taylor County","0201","Taylor County High School",98,54,55.1
"2019-20","733","Taylor County","ALL","All Schools",98,54,55.1
"2019-20","734","Telfair County","0201","Telfair County High School",116,70,60.34
"2019-20","734","Telfair County","0202","Telfair Alternative Preparation School",,,
"2019-20","734","Telfair County","ALL","All Schools",119,70,58.82
"2019-20","735","Terrell County","0105","Terrell High School",88,18,20.45
"2019-20","735","Terrell County","ALL","All Schools",88,18,20.45
"2019-20","736","Thomas County","0100","Bishop Hall Charter School",63,10,15.87
"2019-20","736","Thomas County","0191","Thomas County Central High School",285,118,41.4
"2019-20","736","Thomas County","ALL","All Schools",348,128,36.78
"2019-20","737","Tift County","0199","Tift County High School",520,209,40.19
"2019-20","737","Tift County","ALL","All Schools",520,209,40.19
"2019-20","738","Toombs County","0192","Toombs County High School",174,77,44.25
"2019-20","738","Toombs County","ALL","All Schools",174,77,44.25
"2019-20","739","Towns County","0204","Towns County High School",58,38,65.52
"2019-20","739","Towns County","ALL","All Schools",58,38,65.52
"2019-20","740","Treutlen County","0213","Treutlen Middle/High School",52,16,30.77
"2019-20","740","Treutlen County","ALL","All Schools",52,16,30.77
"2019-20","741","Troup County","0201","Callaway High School",186,71,38.17
"2019-20","741","Troup County","0387","Troup County High School",282,134,47.52
"2019-20","741","Troup County","1052","LaGrange High School",244,106,43.44
"2019-20","741","Troup County","ALL","All Schools",712,311,43.68
"2019-20","742","Turner County","3050","Turner County High School",84,36,42.86
"2019-20","742","Turner County","ALL","All Schools",84,36,42.86
"2019-20","743","Twiggs County","0201","Twiggs County High School",63,29,46.03
"2019-20","743","Twiggs County","ALL","All Schools",63,29,46.03
"2019-20","744","Union County","0101","Union County High School",191,136,71.2
"2019-20","744","Union County","3050","Woody Gap High/Elementary School",,,
"2019-20","744","Union County","ALL","All Schools",197,138,70.05
"2019-20","745","Thomaston-Upson County","0195","Upson-Lee High School",303,146,48.18
"2019-20","745","Thomaston-Upson County","ALL","All Schools",303,146,48.18
"2019-20","746","Walker County","0190","Ridgeland High School",269,99,36.8
"2019-20","746","Walker County","0198","LaFayette High School",236,100,42.37
"2019-20","746","Walker County","ALL","All Schools",505,199,39.41
"2019-20","747","Walton County","0111","Walnut Grove High School",281,150,53.38
"2019-20","747","Walton County","0199","Loganville High School",359,190,52.92
"2019-20","747","Walton County","0205","Monroe Area High School",254,113,44.49
"2019-20","747","Walton County","ALL","All Schools",894,453,50.67
"2019-20","748","Ware County","0195","Ware County High School",314,148,47.13
"2019-20","748","Ware County","ALL","All Schools",314,148,47.13
"2019-20","749","Warren County","0205","Warren County High School",40,24,60
"2019-20","749","Warren County","ALL","All Schools",40,24,60
"2019-20","750","Washington County","1052","Washington County High School",196,98,50
"2019-20","750","Washington County","ALL","All Schools",196,98,50
"2019-20","751","Wayne County","0101","Wayne County High School",329,127,38.6
"2019-20","751","Wayne County","ALL","All Schools",329,127,38.6
"2019-20","752","Webster County","0108","Webster County High School",21,12,57.14
"2019-20","752","Webster County","ALL","All Schools",21,12,57.14
"2019-20","753","Wheeler County","3052","Wheeler County High School",70,43,61.43
"2019-20","753","Wheeler County","ALL","All Schools",70,43,61.43
"2019-20","754","White County","0105","White County High School",244,130,53.28
"2019-20","754","White County","ALL","All Schools",244,130,53.28
"2019-20","755","Whitfield County","0112","Coahulla Creek High School",222,104,46.85
"2019-20","755","Whitfield County","0175","Northwest Whitfield County High School",302,176,58.28
"2019-20","755","Whitfield County","0212","Phoenix High School",76,,
"2019-20","755","Whitfield County","0275","Southeast Whitfield County High School",277,133,48.01
"2019-20","755","Whitfield County","ALL","All Schools",877,413,47.09
"2019-20","756","Wilcox County","0201","Wilcox County High School",83,22,26.51
"2019-20","756","Wilcox County","ALL","All Schools",83,22,26.51
"2019-20","757","Wilkes County","0110","Washington-Wilkes Comprehensive High School",81,29,35.8
"2019-20","757","Wilkes County","ALL","All Schools",81,29,35.8
"2019-20","758","Wilkinson County","3050","Wilkinson County High School",96,31,32.29
"2019-20","758","Wilkinson County","ALL","All Schools",96,31,32.29
"2019-20","759","Worth County","0176","Worth County High School",182,86,47.25
"2019-20","759","Worth County","0197","Worth County Achievement Center",12,1,8.33
"2019-20","759","Worth County","ALL","All Schools",194,87,44.85
"2019-20","761","Atlanta Public Schools","0106","Early College High School at Carver",75,38,50.67
"2019-20","761","Atlanta Public Schools","0182","Mays High School",274,82,29.93
"2019-20","761","Atlanta Public Schools","0186","Maynard H. Jackson, Jr. High School",278,118,42.45
"2019-20","761","Atlanta Public Schools","0192","North Atlanta High School",493,278,56.39
"2019-20","761","Atlanta Public Schools","0212","KIPP Atlanta Collegiate Academy",148,49,33.11
"2019-20","761","Atlanta Public Schools","0315","Booker T. Washington High School",137,44,32.12
"2019-20","761","Atlanta Public Schools","0403","APS-Forrest Hills Academy",,,
"2019-20","761","Atlanta Public Schools","0415","Atlanta Classical Academy",46,28,60.87
"2019-20","761","Atlanta Public Schools","0515","Charles Drew Charter School JA/SA",107,45,42.06
"2019-20","761","Atlanta Public Schools","1409","Therrell High School",190,43,22.63
"2019-20","761","Atlanta Public Schools","1410","Corretta Scott King Womens' Leadership Academy",31,9,29.03
"2019-20","761","Atlanta Public Schools","1411","B.E.S.T Academy",41,4,9.76
"2019-20","761","Atlanta Public Schools","1412","South Atlanta High School",164,33,20.12
"2019-20","761","Atlanta Public Schools","1413","Carver High School",74,17,22.97
"2019-20","761","Atlanta Public Schools","2664","Crim High School",37,1,2.7
"2019-20","761","Atlanta Public Schools","4058","Douglass High School",180,47,26.11
"2019-20","761","Atlanta Public Schools","4560","Grady High School",301,200,66.45
"2019-20","761","Atlanta Public Schools","ALL","All Schools",2577,1036,40.2
"2019-20","763","Bremen City","0201","Bremen High School",169,122,72.19
"2019-20","763","Bremen City","ALL","All Schools",169,122,72.19
"2019-20","764","Buford City","0191","Buford High School",319,217,68.03
"2019-20","764","Buford City","ALL","All Schools",319,217,68.03
"2019-20","765","Calhoun City","3050","Calhoun High School",267,140,52.43
"2019-20","765","Calhoun City","ALL","All Schools",267,140,52.43
"2019-20","766","Carrollton City","1050","Carrollton High School",384,236,61.46
"2019-20","766","Carrollton City","ALL","All Schools",384,236,61.46
"2019-20","767","Cartersville City","2050","Cartersville High School",324,186,57.41
"2019-20","767","Cartersville City","ALL","All Schools",324,186,57.41
"2019-20","769","Chickamauga City","0211","Gordon Lee High School",101,77,76.24
"2019-20","769","Chickamauga City","ALL","All Schools",101,77,76.24
"2019-20","771","Commerce City","0112","Commerce High School",88,56,63.64
"2019-20","771","Commerce City","ALL","All Schools",88,56,63.64
"2019-20","772","Dalton Public Schools","0110","Morris Innovative High School",60,7,11.67
"2019-20","772","Dalton Public Schools","4050","Dalton High School",467,214,45.82
"2019-20","772","Dalton Public Schools","ALL","All Schools",527,221,41.94
"2019-20","773","Decatur City","3050","Decatur High School",304,235,77.3
"2019-20","773","Decatur City","ALL","All Schools",304,235,77.3
"2019-20","774","Dublin City","0211","Dublin High School",117,37,31.62
"2019-20","774","Dublin City","0412","Moore Street Facility",24,,
"2019-20","774","Dublin City","ALL","All Schools",141,37,26.24
"2019-20","776","Gainesville City","3050","Gainesville High School",465,199,42.8
"2019-20","776","Gainesville City","ALL","All Schools",465,199,42.8
"2019-20","779","Jefferson City","0174","Jefferson High School",288,170,59.03
"2019-20","779","Jefferson City","ALL","All Schools",288,170,59.03
"2019-20","781","Marietta City","0101","Marietta High School",542,218,40.22
"2019-20","781","Marietta City","0207","George W. Hartmann Center",,,
"2019-20","781","Marietta City","ALL","All Schools",544,218,40.07
"2019-20","7820108","State Charter Schools- Mountain Education Center School","0108","Mountain Education Charter High School",253,46,18.18
"2019-20","7820108","State Charter Schools- Mountain Education Center School","ALL","All Schools",253,46,18.18
"2019-20","7820120","State Charter Schools- Georgia Cyber Academy","0120","Georgia Cyber Academy",676,292,43.2
"2019-20","7820120","State Charter Schools- Georgia Cyber Academy","ALL","All Schools",676,292,43.2
"2019-20","7820412","State Charter Schools- Georgia Connections Academy","0412","Georgia Connections Academy",344,151,43.9
"2019-20","7820412","State Charter Schools- Georgia Connections Academy","ALL","All Schools",344,151,43.9
"2019-20","7820613","State Charter Schools- Foothills Charter High School (Madison Campus)","0613","Foothills Charter High School (Central Office - Athens)",248,33,13.31
"2019-20","7820613","State Charter Schools- Foothills Charter High School (Madison Campus)","ALL","All Schools",248,33,13.31
"2019-20","7820618","State Charter Schools- Coastal Plains Charter High School - Candler Campus","0618","Coastal Plains Charter High School - Candler Campus",95,10,10.53
"2019-20","7820618","State Charter Schools- Coastal Plains Charter High School - Candler Campus","ALL","All Schools",95,10,10.53
"2019-20","7830103","Commission Charter Schools- CCAT School","0103","Statesboro STEAM Academy",22,18,81.82
"2019-20","7830103","Commission Charter Schools- CCAT School","ALL","All Schools",22,18,81.82
"2019-20","7830210","Commission Charter Schools- Pataula Charter Academy","0210","Pataula Charter Academy",33,18,54.55
"2019-20","7830210","Commission Charter Schools- Pataula Charter Academy","ALL","All Schools",33,18,54.55
"2019-20","7830310","Commission Charter Schools- Fulton Leadership Academy","0310","Fulton Leadership Academy",15,4,26.67
"2019-20","7830310","Commission Charter Schools- Fulton Leadership Academy","ALL","All Schools",15,4,26.67
"2019-20","7830623","State Charter Schools II- Academy For Classical Education","0623","Academy For Classical Education",78,60,76.92
"2019-20","7830623","State Charter Schools II- Academy For Classical Education","ALL","All Schools",78,60,76.92
"2019-20","7830630","State Charter Schools II- Baconton Community Charter School","0630","Baconton Community Charter School",50,34,68
"2019-20","7830630","State Charter Schools II- Baconton Community Charter School","ALL","All Schools",50,34,68
"2019-20","784","Pelham City","0111","Pelham High School",104,36,34.62
"2019-20","784","Pelham City","ALL","All Schools",104,36,34.62
"2019-20","785","Rome City","0193","Rome High School",418,177,42.34
"2019-20","785","Rome City","ALL","All Schools",418,177,42.34
"2019-20","786","Social Circle City","0300","Social Circle High School",101,34,33.66
"2019-20","786","Social Circle City","ALL","All Schools",101,34,33.66
"2019-20","789","Thomasville City","4052","Thomasville High School",145,69,47.59
"2019-20","789","Thomasville City","ALL","All Schools",145,69,47.59
"2019-20","791","Trion City","0301","Trion High School",113,80,70.8
"2019-20","791","Trion City","ALL","All Schools",113,80,70.8
"2019-20","792","Valdosta City","0273","Valdosta High School",429,184,42.89
"2019-20","792","Valdosta City","ALL","All Schools",429,184,42.89
"2019-20","793","Vidalia City","0273","Vidalia Comprehensive High School",167,83,49.7
"2019-20","793","Vidalia City","ALL","All Schools",167,83,49.7
"2019-20","799","State Schools","1893","Atlanta Area School for the Deaf",16,1,6.25
"2019-20","799","State Schools","1895","Georgia School for the Deaf",,,
"2019-20","799","State Schools","ALL","All Schools",19,1,5.26
"2019-20","7991894","State Schools- Georgia Academy for the Blind","1894","Georgia Academy for the Blind",13,3,23.08
"2019-20","7991894","State Schools- Georgia Academy for the Blind","ALL","All Schools",13,3,23.08
"2019-20","891","Department of Juvenile Justice","0104","Atlanta Youth Detention Center",,,
"2019-20","891","Department of Juvenile Justice","0298","Augusta Youth Development Campus",,,
"2019-20","891","Department of Juvenile Justice","0405","Muscogee Youth Development Center",,,
"2019-20","891","Department of Juvenile Justice","0598","Macon Youth Development Campus",,,
"2019-20","891","Department of Juvenile Justice","0898","Eastman Youth Development Campus",11,,
"2019-20","891","Department of Juvenile Justice","4199","Millegeville ITU",,,
"2019-20","891","Department of Juvenile Justice","5001","Sumter Youth Development Campus",,,
"2019-20","891","Department of Juvenile Justice","ALL","All Schools",27,,
"2019-20","ALL","All Systems","ALL","All Schools",113226,53451,47.21
