"LONG_SCHOOL_YEAR","SCHOOL_DISTRCT_CD","SCHOOL_DSTRCT_NM","INSTN_NUMBER","INSTN_NAME","TEST_CMPNT_TYP_NM","NUMBER_OF_STUDENTS_TESTED","NUMBER_TESTS_TAKEN","NOTESTS_3ORHIGHER"
"2020-21","715","Polk County","0102","Rockmart High School","Eng. Literature & Comp","17","17","3"
"2020-21","715","Polk County","0102","Rockmart High School","U.S. History","24","24","6"
"2020-21","715","Polk County","5050","Cedartown High School","ALL Subjects","109","137","32"
"2020-21","715","Polk County","5050","Cedartown High School","Biology","12","12","4"
"2020-21","715","Polk County","5050","Cedartown High School","Calculus A","11","11",""
"2020-21","715","Polk County","5050","Cedartown High School","Economics: Micro","21","21","3"
"2020-21","715","Polk County","5050","Cedartown High School","Eng. Language & Comp","48","48","10"
"2020-21","715","Polk County","5050","Cedartown High School","Eng. Literature & Comp","45","45","15"
"2020-21","715","Polk County","SCHOOL_ALL","SCHOOL_ALL","ALL Subjects","217","307","89"
"2020-21","715","Polk County","SCHOOL_ALL","SCHOOL_ALL","Biology","51","51","23"
"2020-21","715","Polk County","SCHOOL_ALL","SCHOOL_ALL","Calculus A","15","15","2"
"2020-21","715","Polk County","SCHOOL_ALL","SCHOOL_ALL","Economics: Micro","80","80","18"
"2020-21","715","Polk County","SCHOOL_ALL","SCHOOL_ALL","Eng. Language & Comp","75","75","22"
"2020-21","715","Polk County","SCHOOL_ALL","SCHOOL_ALL","Eng. Literature & Comp","62","62","18"
"2020-21","715","Polk County","SCHOOL_ALL","SCHOOL_ALL","U.S. History","24","24","6"
"2020-21","717","Putnam County","0114","Putnam County High School","ALL Subjects","35","54","31"
"2020-21","717","Putnam County","0114","Putnam County High School","Biology","12","12","9"
"2020-21","717","Putnam County","0114","Putnam County High School","Computer Science Principles","TFS","TFS","TFS"
"2020-21","717","Putnam County","0114","Putnam County High School","Eng. Language & Comp","21","21","8"
"2020-21","717","Putnam County","0114","Putnam County High School","Eng. Literature & Comp","TFS","TFS","TFS"
"2020-21","717","Putnam County","0114","Putnam County High School","Environmental Science","TFS","TFS","TFS"
"2020-21","717","Putnam County","0114","Putnam County High School","Geography: Human","TFS","TFS","TFS"
"2020-21","717","Putnam County","0114","Putnam County High School","Gov. & Pol. Comp","TFS","TFS","TFS"
"2020-21","717","Putnam County","0114","Putnam County High School","Gov. & Pol. U.S.","TFS","TFS","TFS"
"2020-21","717","Putnam County","0114","Putnam County High School","Spanish Language","TFS","TFS","TFS"
"2020-21","717","Putnam County","0114","Putnam County High School","U.S. History","TFS","TFS","TFS"
"2020-21","717","Putnam County","0114","Putnam County High School","World History","TFS","TFS","TFS"
"2020-21","717","Putnam County","SCHOOL_ALL","SCHOOL_ALL","ALL Subjects","35","54","31"
"2020-21","717","Putnam County","SCHOOL_ALL","SCHOOL_ALL","Biology","12","12","9"
"2020-21","717","Putnam County","SCHOOL_ALL","SCHOOL_ALL","Computer Science Principles","TFS","TFS","TFS"
"2020-21","717","Putnam County","SCHOOL_ALL","SCHOOL_ALL","Eng. Language & Comp","21","21","8"
"2020-21","717","Putnam County","SCHOOL_ALL","SCHOOL_ALL","Eng. Literature & Comp","TFS","TFS","TFS"
"2020-21","717","Putnam County","SCHOOL_ALL","SCHOOL_ALL","Environmental Science","TFS","TFS","TFS"
"2020-21","717","Putnam County","SCHOOL_ALL","SCHOOL_ALL","Geography: Human","TFS","TFS","TFS"
"2020-21","717","Putnam County","SCHOOL_ALL","SCHOOL_ALL","Gov. & Pol. Comp","TFS","TFS","TFS"
"2020-21","717","Putnam County","SCHOOL_ALL","SCHOOL_ALL","Gov. & Pol. U.S.","TFS","TFS","TFS"
"2020-21","717","Putnam County","SCHOOL_ALL","SCHOOL_ALL","Spanish Language","TFS","TFS","TFS"
"2020-21","717","Putnam County","SCHOOL_ALL","SCHOOL_ALL","U.S. History","TFS","TFS","TFS"
"2020-21","717","Putnam County","SCHOOL_ALL","SCHOOL_ALL","World History","TFS","TFS","TFS"
"2020-21","719","Rabun County","0177","Rabun County High School","ALL Subjects","61","73","44"
"2020-21","719","Rabun County","0177","Rabun County High School","Calculus A","TFS","TFS","TFS"
"2020-21","719","Rabun County","0177","Rabun County High School","Chemistry","TFS","TFS","TFS"
"2020-21","719","Rabun County","0177","Rabun County High School","Eng. Language & Comp","29","29","20"
"2020-21","719","Rabun County","0177","Rabun County High School","Eng. Literature & Comp","TFS","TFS","TFS"
"2020-21","719","Rabun County","0177","Rabun County High School","Geography: Human","15","15","8"
"2020-21","719","Rabun County","0177","Rabun County High School","World History","11","11","5"
"2020-21","719","Rabun County","SCHOOL_ALL","SCHOOL_ALL","ALL Subjects","61","73","44"
"2020-21","719","Rabun County","SCHOOL_ALL","SCHOOL_ALL","Calculus A","TFS","TFS","TFS"
"2020-21","719","Rabun County","SCHOOL_ALL","SCHOOL_ALL","Chemistry","TFS","TFS","TFS"
"2020-21","719","Rabun County","SCHOOL_ALL","SCHOOL_ALL","Eng. Language & Comp","29","29","20"
"2020-21","719","Rabun County","SCHOOL_ALL","SCHOOL_ALL","Eng. Literature & Comp","TFS","TFS","TFS"
"2020-21","719","Rabun County","SCHOOL_ALL","SCHOOL_ALL","Geography: Human","15","15","8"
"2020-21","719","Rabun County","SCHOOL_ALL","SCHOOL_ALL","World History","11","11","5"
"2020-21","721","Richmond County","0100","Cross Creek High School","ALL Subjects","56","70","4"
"2020-21","721","Richmond County","0100","Cross Creek High School","Art: Studio 2-D Design","TFS","TFS","TFS"
"2020-21","721","Richmond County","0100","Cross Creek High School","Art: Studio Drawing","TFS","TFS","TFS"
"2020-21","721","Richmond County","0100","Cross Creek High School","Biology","TFS","TFS","TFS"
"2020-21","721","Richmond County","0100","Cross Creek High School","Calculus A","TFS","TFS","TFS"
"2020-21","721","Richmond County","0100","Cross Creek High School","Computer Science A","TFS","TFS","TFS"
"2020-21","721","Richmond County","0100","Cross Creek High School","Computer Science Principles","TFS","TFS","TFS"
"2020-21","721","Richmond County","0100","Cross Creek High School","Eng. Literature & Comp","26","26",""
"2020-21","721","Richmond County","0100","Cross Creek High School","French Language","TFS","TFS","TFS"
"2020-21","721","Richmond County","0100","Cross Creek High School","Physics 1","TFS","TFS","TFS"
"2020-21","721","Richmond County","0100","Cross Creek High School","Psychology","TFS","TFS","TFS"
"2020-21","721","Richmond County","0100","Cross Creek High School","Statistics","TFS","TFS","TFS"
"2020-21","721","Richmond County","0100","Cross Creek High School","U.S. History","TFS","TFS","TFS"
"2020-21","721","Richmond County","0100","Cross Creek High School","World History","TFS","TFS","TFS"
"2020-21","721","Richmond County","1052","Butler High School","ALL Subjects","32","34","11"
"2020-21","721","Richmond County","1052","Butler High School","Art: Studio 2-D Design","11","11","10"
"2020-21","721","Richmond County","1052","Butler High School","Art: Studio Drawing","TFS","TFS","TFS"
"2020-21","721","Richmond County","1052","Butler High School","Computer Science Principles","TFS","TFS","TFS"
"2020-21","721","Richmond County","1052","Butler High School","Eng. Language & Comp","TFS","TFS","TFS"
"2020-21","721","Richmond County","1052","Butler High School","Geography: Human","TFS","TFS","TFS"
"2020-21","721","Richmond County","1052","Butler High School","U.S. History","TFS","TFS","TFS"
"2020-21","721","Richmond County","2056","Hephzibah High School","ALL Subjects","14","14",""
"2020-21","721","Richmond County","2056","Hephzibah High School","Calculus A","TFS","TFS","TFS"
"2020-21","721","Richmond County","2056","Hephzibah High School","Eng. Literature & Comp","TFS","TFS","TFS"
"2020-21","721","Richmond County","2056","Hephzibah High School","Psychology","TFS","TFS","TFS"
"2020-21","721","Richmond County","2574","Westside High School","ALL Subjects","136","236","22"
"2020-21","721","Richmond County","2574","Westside High School","Art: Studio 2-D Design","TFS","TFS","TFS"
"2020-21","721","Richmond County","2574","Westside High School","Art: Studio 3-D Design","TFS","TFS","TFS"
"2020-21","721","Richmond County","2574","Westside High School","Art: Studio Drawing","TFS","TFS","TFS"
"2020-21","721","Richmond County","2574","Westside High School","Calculus A","TFS","TFS","TFS"
"2020-21","721","Richmond County","2574","Westside High School","Capstone","TFS","TFS","TFS"
"2020-21","721","Richmond County","2574","Westside High School","Chemistry","17","17",""
"2020-21","721","Richmond County","2574","Westside High School","Computer Science A","TFS","TFS","TFS"
"2020-21","721","Richmond County","2574","Westside High School","Computer Science Principles","12","12","4"
"2020-21","721","Richmond County","2574","Westside High School","Eng. Language & Comp","32","32","2"
"2020-21","721","Richmond County","2574","Westside High School","Eng. Literature & Comp","TFS","TFS","TFS"
"2020-21","721","Richmond County","2574","Westside High School","Environmental Science","15","15","2"
"2020-21","721","Richmond County","2574","Westside High School","Geography: Human","17","17","2"
"2020-21","721","Richmond County","2574","Westside High School","Gov. & Pol. U.S.","TFS","TFS","TFS"
"2020-21","721","Richmond County","2574","Westside High School","Physics 1","31","31",""
"2020-21","721","Richmond County","2574","Westside High School","Psychology","13","13",""
"2020-21","721","Richmond County","2574","Westside High School","Spanish Language","TFS","TFS","TFS"
"2020-21","721","Richmond County","2574","Westside High School","Statistics","TFS","TFS","TFS"
"2020-21","721","Richmond County","2574","Westside High School","U.S. History","28","28","1"
"2020-21","721","Richmond County","2574","Westside High School","World History","14","14","3"
"2020-21","721","Richmond County","3054","Glenn Hills High School","ALL Subjects","23","25",""
"2020-21","721","Richmond County","3054","Glenn Hills High School","Eng. Language & Comp","11","11",""
"2020-21","721","Richmond County","3054","Glenn Hills High School","Eng. Literature & Comp","11","11",""
"2020-21","721","Richmond County","3054","Glenn Hills High School","Spanish Language","TFS","TFS","TFS"
"2020-21","721","Richmond County","3556","Johnson Magnet","ALL Subjects","124","217","46"
"2020-21","721","Richmond County","3556","Johnson Magnet","Calculus A","TFS","TFS","TFS"
"2020-21","721","Richmond County","3556","Johnson Magnet","Chemistry","TFS","TFS","TFS"
"2020-21","721","Richmond County","3556","Johnson Magnet","Computer Science A","TFS","TFS","TFS"
"2020-21","721","Richmond County","3556","Johnson Magnet","Computer Science Principles","21","21","7"
"2020-21","721","Richmond County","3556","Johnson Magnet","Economics: Macro","13","13","4"
"2020-21","721","Richmond County","3556","Johnson Magnet","Economics: Micro","13","13","6"
"2020-21","721","Richmond County","3556","Johnson Magnet","Eng. Language & Comp","27","27","5"
"2020-21","721","Richmond County","3556","Johnson Magnet","Eng. Literature & Comp","31","31","6"
"2020-21","721","Richmond County","3556","Johnson Magnet","Physics 1","29","29","2"
"2020-21","721","Richmond County","3556","Johnson Magnet","Statistics","TFS","TFS","TFS"
"2020-21","721","Richmond County","3556","Johnson Magnet","U.S. History","45","45","5"
"2020-21","721","Richmond County","3556","Johnson Magnet","World History","15","15","7"
"2020-21","721","Richmond County","3756","Josey High School","ALL Subjects","23","27","3"
"2020-21","721","Richmond County","3756","Josey High School","Art: Studio 2-D Design","10","10","2"
"2020-21","721","Richmond County","3756","Josey High School","Biology","TFS","TFS","TFS"
"2020-21","721","Richmond County","3756","Josey High School","Eng. Language & Comp","TFS","TFS","TFS"
"2020-21","721","Richmond County","3756","Josey High School","Statistics","TFS","TFS","TFS"
"2020-21","721","Richmond County","3756","Josey High School","U.S. History","TFS","TFS","TFS"
"2020-21","721","Richmond County","4060","Academy of Richmond County High School","ALL Subjects","242","473","35"
"2020-21","721","Richmond County","4060","Academy of Richmond County High School","Art History","29","29",""
"2020-21","721","Richmond County","4060","Academy of Richmond County High School","Biology","22","22","5"
"2020-21","721","Richmond County","4060","Academy of Richmond County High School","Calculus A","TFS","TFS","TFS"
"2020-21","721","Richmond County","4060","Academy of Richmond County High School","Chemistry","43","43",""
"2020-21","721","Richmond County","4060","Academy of Richmond County High School","Computer Science Principles","TFS","TFS","TFS"
"2020-21","721","Richmond County","4060","Academy of Richmond County High School","Eng. Language & Comp","74","74","7"
"2020-21","721","Richmond County","4060","Academy of Richmond County High School","Eng. Literature & Comp","40","40","2"
"2020-21","721","Richmond County","4060","Academy of Richmond County High School","Environmental Science","TFS","TFS","TFS"
"2020-21","721","Richmond County","4060","Academy of Richmond County High School","Geography: Human","15","15",""
"2020-21","721","Richmond County","4060","Academy of Richmond County High School","Gov. & Pol. U.S.","29","29","1"
"2020-21","721","Richmond County","4060","Academy of Richmond County High School","Physics 1","TFS","TFS","TFS"
"2020-21","721","Richmond County","4060","Academy of Richmond County High School","Psychology","32","32","1"
"2020-21","721","Richmond County","4060","Academy of Richmond County High School","Statistics","51","51","9"
"2020-21","721","Richmond County","4060","Academy of Richmond County High School","U.S. History","50","50","3"
"2020-21","721","Richmond County","4060","Academy of Richmond County High School","World History","63","63","6"
"2020-21","721","Richmond County","4562","Davidson Magnet School","ALL Subjects","231","384","218"
"2020-21","721","Richmond County","4562","Davidson Magnet School","Art: Studio 2-D Design","TFS","TFS","TFS"
"2020-21","721","Richmond County","4562","Davidson Magnet School","Art: Studio 3-D Design","TFS","TFS","TFS"
"2020-21","721","Richmond County","4562","Davidson Magnet School","Art: Studio Drawing","TFS","TFS","TFS"
"2020-21","721","Richmond County","4562","Davidson Magnet School","Biology","33","33","21"
"2020-21","721","Richmond County","4562","Davidson Magnet School","Calculus A","13","13","12"
"2020-21","721","Richmond County","4562","Davidson Magnet School","Calculus BC","TFS","TFS","TFS"
"2020-21","721","Richmond County","4562","Davidson Magnet School","Chemistry","TFS","TFS","TFS"
"2020-21","721","Richmond County","4562","Davidson Magnet School","Economics: Macro","TFS","TFS","TFS"
"2020-21","721","Richmond County","4562","Davidson Magnet School","Economics: Micro","TFS","TFS","TFS"
"2020-21","721","Richmond County","4562","Davidson Magnet School","Eng. Language & Comp","19","19","16"
"2020-21","721","Richmond County","4562","Davidson Magnet School","Eng. Literature & Comp","59","59","31"
"2020-21","721","Richmond County","4562","Davidson Magnet School","Environmental Science","25","25","16"
"2020-21","721","Richmond County","4562","Davidson Magnet School","Geography: Human","85","85","29"
"2020-21","721","Richmond County","4562","Davidson Magnet School","Gov. & Pol. U.S.","TFS","TFS","TFS"
"2020-21","721","Richmond County","4562","Davidson Magnet School","Music Theory","TFS","TFS","TFS"
"2020-21","721","Richmond County","4562","Davidson Magnet School","Psychology","28","28","19"
"2020-21","721","Richmond County","4562","Davidson Magnet School","Spanish Language","TFS","TFS","TFS"
"2020-21","721","Richmond County","4562","Davidson Magnet School","Statistics","TFS","TFS","TFS"
"2020-21","721","Richmond County","4562","Davidson Magnet School","U.S. History","42","42","18"
"2020-21","721","Richmond County","4562","Davidson Magnet School","World History","43","43","25"
"2020-21","721","Richmond County","5566","Laney High School","ALL Subjects","141","224","1"
"2020-21","721","Richmond County","5566","Laney High School","Biology","11","11",""
"2020-21","721","Richmond County","5566","Laney High School","Calculus A","TFS","TFS","TFS"
"2020-21","721","Richmond County","5566","Laney High School","Chemistry","16","16",""
"2020-21","721","Richmond County","5566","Laney High School","Computer Science Principles","TFS","TFS","TFS"
"2020-21","721","Richmond County","5566","Laney High School","Eng. Language & Comp","27","27",""
"2020-21","721","Richmond County","5566","Laney High School","Eng. Literature & Comp","15","15",""
"2020-21","721","Richmond County","5566","Laney High School","Environmental Science","19","19",""
"2020-21","721","Richmond County","5566","Laney High School","Gov. & Pol. U.S.","TFS","TFS","TFS"
"2020-21","721","Richmond County","5566","Laney High School","Physics 1","20","20",""
"2020-21","721","Richmond County","5566","Laney High School","Statistics","TFS","TFS","TFS"
"2020-21","721","Richmond County","5566","Laney High School","U.S. History","29","29","1"
"2020-21","721","Richmond County","5566","Laney High School","World History","60","60",""
"2020-21","721","Richmond County","SCHOOL_ALL","SCHOOL_ALL","ALL Subjects","1022","1704","340"
"2020-21","721","Richmond County","SCHOOL_ALL","SCHOOL_ALL","Art History","29","29",""
"2020-21","721","Richmond County","SCHOOL_ALL","SCHOOL_ALL","Art: Studio 2-D Design","29","29","18"
"2020-21","721","Richmond County","SCHOOL_ALL","SCHOOL_ALL","Art: Studio 3-D Design","TFS","TFS","TFS"
"2020-21","721","Richmond County","SCHOOL_ALL","SCHOOL_ALL","Art: Studio Drawing","13","13","11"
"2020-21","721","Richmond County","SCHOOL_ALL","SCHOOL_ALL","Biology","74","74","26"
"2020-21","721","Richmond County","SCHOOL_ALL","SCHOOL_ALL","Calculus A","40","40","13"
"2020-21","721","Richmond County","SCHOOL_ALL","SCHOOL_ALL","Calculus BC","TFS","TFS","TFS"
"2020-21","721","Richmond County","SCHOOL_ALL","SCHOOL_ALL","Capstone","TFS","TFS","TFS"
"2020-21","721","Richmond County","SCHOOL_ALL","SCHOOL_ALL","Chemistry","86","86","5"
"2020-21","721","Richmond County","SCHOOL_ALL","SCHOOL_ALL","Computer Science A","23","23","2"
"2020-21","721","Richmond County","SCHOOL_ALL","SCHOOL_ALL","Computer Science Principles","57","57","12"
"2020-21","721","Richmond County","SCHOOL_ALL","SCHOOL_ALL","Economics: Macro","14","14","5"
"2020-21","721","Richmond County","SCHOOL_ALL","SCHOOL_ALL","Economics: Micro","14","14","7"
"2020-21","721","Richmond County","SCHOOL_ALL","SCHOOL_ALL","Eng. Language & Comp","201","201","31"
"2020-21","721","Richmond County","SCHOOL_ALL","SCHOOL_ALL","Eng. Literature & Comp","196","196","39"
"2020-21","721","Richmond County","SCHOOL_ALL","SCHOOL_ALL","Environmental Science","63","63","18"
"2020-21","721","Richmond County","SCHOOL_ALL","SCHOOL_ALL","French Language","TFS","TFS","TFS"
"2020-21","721","Richmond County","SCHOOL_ALL","SCHOOL_ALL","Geography: Human","125","125","31"
"2020-21","721","Richmond County","SCHOOL_ALL","SCHOOL_ALL","Gov. & Pol. U.S.","48","48","2"
"2020-21","721","Richmond County","SCHOOL_ALL","SCHOOL_ALL","Music Theory","TFS","TFS","TFS"
"2020-21","721","Richmond County","SCHOOL_ALL","SCHOOL_ALL","Physics 1","93","93","2"
"2020-21","721","Richmond County","SCHOOL_ALL","SCHOOL_ALL","Psychology","86","86","21"
"2020-21","721","Richmond County","SCHOOL_ALL","SCHOOL_ALL","Spanish Language","TFS","TFS","TFS"
"2020-21","721","Richmond County","SCHOOL_ALL","SCHOOL_ALL","Statistics","87","87","18"
"2020-21","721","Richmond County","SCHOOL_ALL","SCHOOL_ALL","U.S. History","203","203","28"
"2020-21","721","Richmond County","SCHOOL_ALL","SCHOOL_ALL","World History","197","197","41"
"2020-21","722","Rockdale County","0106","Z_Rockdale Career Academy","ALL Subjects","TFS","TFS","TFS"
"2020-21","722","Rockdale County","0106","Z_Rockdale Career Academy","Eng. Language & Comp","TFS","TFS","TFS"
"2020-21","722","Rockdale County","0106","Z_Rockdale Career Academy","Environmental Science","TFS","TFS","TFS"
"2020-21","722","Rockdale County","0106","Z_Rockdale Career Academy","Gov. & Pol. U.S.","TFS","TFS","TFS"
"2020-21","722","Rockdale County","0106","Z_Rockdale Career Academy","World History","TFS","TFS","TFS"
"2020-21","722","Rockdale County","0176","Heritage High School","ALL Subjects","99","126","27"
"2020-21","722","Rockdale County","0176","Heritage High School","Art History","TFS","TFS","TFS"
"2020-21","722","Rockdale County","0176","Heritage High School","Art: Studio 2-D Design","TFS","TFS","TFS"
"2020-21","722","Rockdale County","0176","Heritage High School","Art: Studio Drawing","TFS","TFS","TFS"
"2020-21","722","Rockdale County","0176","Heritage High School","Chemistry","TFS","TFS","TFS"
"2020-21","722","Rockdale County","0176","Heritage High School","Computer Science Principles","TFS","TFS","TFS"
"2020-21","722","Rockdale County","0176","Heritage High School","Economics: Micro","TFS","TFS","TFS"
"2020-21","722","Rockdale County","0176","Heritage High School","Eng. Language & Comp","22","22","4"
"2020-21","722","Rockdale County","0176","Heritage High School","Eng. Literature & Comp","TFS","TFS","TFS"
"2020-21","722","Rockdale County","0176","Heritage High School","Gov. & Pol. U.S.","18","18","1"
"2020-21","722","Rockdale County","0176","Heritage High School","Physics 1","TFS","TFS","TFS"
"2020-21","722","Rockdale County","0176","Heritage High School","Psychology","TFS","TFS","TFS"
"2020-21","722","Rockdale County","0176","Heritage High School","Spanish Language","TFS","TFS","TFS"
"2020-21","722","Rockdale County","0176","Heritage High School","Statistics","TFS","TFS","TFS"
"2020-21","722","Rockdale County","0176","Heritage High School","U.S. History","23","23","2"
"2020-21","722","Rockdale County","0176","Heritage High School","World History","28","28","7"
"2020-21","722","Rockdale County","0192","Salem High School","ALL Subjects","26","35","5"
"2020-21","722","Rockdale County","0192","Salem High School","Computer Science A","TFS","TFS","TFS"
"2020-21","722","Rockdale County","0192","Salem High School","Computer Science Principles","TFS","TFS","TFS"
"2020-21","722","Rockdale County","0192","Salem High School","Eng. Language & Comp","TFS","TFS","TFS"
"2020-21","722","Rockdale County","0192","Salem High School","Eng. Literature & Comp","TFS","TFS","TFS"
"2020-21","722","Rockdale County","0192","Salem High School","Geography: Human","10","10","3"
"2020-21","722","Rockdale County","0192","Salem High School","Gov. & Pol. U.S.","TFS","TFS","TFS"
"2020-21","722","Rockdale County","0192","Salem High School","Psychology","TFS","TFS","TFS"
"2020-21","722","Rockdale County","0192","Salem High School","U.S. History","TFS","TFS","TFS"
"2020-21","722","Rockdale County","0192","Salem High School","World History","TFS","TFS","TFS"
"2020-21","722","Rockdale County","3052","Rockdale County High School","ALL Subjects","206","426","229"
"2020-21","722","Rockdale County","3052","Rockdale County High School","Art: Studio 2-D Design","TFS","TFS","TFS"
"2020-21","722","Rockdale County","3052","Rockdale County High School","Art: Studio Drawing","TFS","TFS","TFS"
"2020-21","722","Rockdale County","3052","Rockdale County High School","Biology","21","21","16"
"2020-21","722","Rockdale County","3052","Rockdale County High School","Calculus A","23","23","12"
"2020-21","722","Rockdale County","3052","Rockdale County High School","Calculus BC","12","12","7"
"2020-21","722","Rockdale County","3052","Rockdale County High School","Capstone","TFS","TFS","TFS"
"2020-21","722","Rockdale County","3052","Rockdale County High School","Capstone Research","TFS","TFS","TFS"
"2020-21","722","Rockdale County","3052","Rockdale County High School","Chemistry","37","37","20"
"2020-21","722","Rockdale County","3052","Rockdale County High School","Computer Science A","TFS","TFS","TFS"
"2020-21","722","Rockdale County","3052","Rockdale County High School","Computer Science Principles","33","33","21"
"2020-21","722","Rockdale County","3052","Rockdale County High School","Economics: Micro","10","10","6"
"2020-21","722","Rockdale County","3052","Rockdale County High School","Eng. Language & Comp","35","35","20"
"2020-21","722","Rockdale County","3052","Rockdale County High School","Eng. Literature & Comp","TFS","TFS","TFS"
"2020-21","722","Rockdale County","3052","Rockdale County High School","Environmental Science","51","51","31"
"2020-21","722","Rockdale County","3052","Rockdale County High School","Geography: Human","TFS","TFS","TFS"
"2020-21","722","Rockdale County","3052","Rockdale County High School","Gov. & Pol. U.S.","43","43","13"
"2020-21","722","Rockdale County","3052","Rockdale County High School","Music Theory","TFS","TFS","TFS"
"2020-21","722","Rockdale County","3052","Rockdale County High School","Physics C: Elec & Magnetism","TFS","TFS","TFS"
"2020-21","722","Rockdale County","3052","Rockdale County High School","Physics C: Mechanics","10","10","2"
"2020-21","722","Rockdale County","3052","Rockdale County High School","Psychology","25","25","12"
"2020-21","722","Rockdale County","3052","Rockdale County High School","Spanish Language","TFS","TFS","TFS"
"2020-21","722","Rockdale County","3052","Rockdale County High School","U.S. History","39","39","13"
"2020-21","722","Rockdale County","3052","Rockdale County High School","World History","37","37","26"
"2020-21","722","Rockdale County","SCHOOL_ALL","SCHOOL_ALL","ALL Subjects","336","594","264"
"2020-21","722","Rockdale County","SCHOOL_ALL","SCHOOL_ALL","Art History","TFS","TFS","TFS"
"2020-21","722","Rockdale County","SCHOOL_ALL","SCHOOL_ALL","Art: Studio 2-D Design","TFS","TFS","TFS"
"2020-21","722","Rockdale County","SCHOOL_ALL","SCHOOL_ALL","Art: Studio Drawing","TFS","TFS","TFS"
"2020-21","722","Rockdale County","SCHOOL_ALL","SCHOOL_ALL","Biology","21","21","16"
"2020-21","722","Rockdale County","SCHOOL_ALL","SCHOOL_ALL","Calculus A","23","23","12"
"2020-21","722","Rockdale County","SCHOOL_ALL","SCHOOL_ALL","Calculus BC","12","12","7"
"2020-21","722","Rockdale County","SCHOOL_ALL","SCHOOL_ALL","Capstone","TFS","TFS","TFS"
"2020-21","722","Rockdale County","SCHOOL_ALL","SCHOOL_ALL","Capstone Research","TFS","TFS","TFS"
"2020-21","722","Rockdale County","SCHOOL_ALL","SCHOOL_ALL","Chemistry","40","40","20"
"2020-21","722","Rockdale County","SCHOOL_ALL","SCHOOL_ALL","Computer Science A","10","10","3"
"2020-21","722","Rockdale County","SCHOOL_ALL","SCHOOL_ALL","Computer Science Principles","37","37","21"
"2020-21","722","Rockdale County","SCHOOL_ALL","SCHOOL_ALL","Economics: Micro","15","15","6"
"2020-21","722","Rockdale County","SCHOOL_ALL","SCHOOL_ALL","Eng. Language & Comp","60","60","24"
"2020-21","722","Rockdale County","SCHOOL_ALL","SCHOOL_ALL","Eng. Literature & Comp","11","11","5"
"2020-21","722","Rockdale County","SCHOOL_ALL","SCHOOL_ALL","Environmental Science","53","53","32"
"2020-21","722","Rockdale County","SCHOOL_ALL","SCHOOL_ALL","Geography: Human","13","13","3"
"2020-21","722","Rockdale County","SCHOOL_ALL","SCHOOL_ALL","Gov. & Pol. U.S.","67","67","15"
"2020-21","722","Rockdale County","SCHOOL_ALL","SCHOOL_ALL","Music Theory","TFS","TFS","TFS"
"2020-21","722","Rockdale County","SCHOOL_ALL","SCHOOL_ALL","Physics 1","TFS","TFS","TFS"
"2020-21","722","Rockdale County","SCHOOL_ALL","SCHOOL_ALL","Physics C: Elec & Magnetism","TFS","TFS","TFS"
"2020-21","722","Rockdale County","SCHOOL_ALL","SCHOOL_ALL","Physics C: Mechanics","10","10","2"
"2020-21","722","Rockdale County","SCHOOL_ALL","SCHOOL_ALL","Psychology","35","35","17"
"2020-21","722","Rockdale County","SCHOOL_ALL","SCHOOL_ALL","Spanish Language","10","10","9"
"2020-21","722","Rockdale County","SCHOOL_ALL","SCHOOL_ALL","Statistics","TFS","TFS","TFS"
"2020-21","722","Rockdale County","SCHOOL_ALL","SCHOOL_ALL","U.S. History","65","65","15"
"2020-21","722","Rockdale County","SCHOOL_ALL","SCHOOL_ALL","World History","72","72","34"
"2020-21","723","Schley County","0101","Schley Middle High School","ALL Subjects","56","82","56"
"2020-21","723","Schley County","0101","Schley Middle High School","Biology","20","20","8"
"2020-21","723","Schley County","0101","Schley Middle High School","Calculus A","TFS","TFS","TFS"
"2020-21","723","Schley County","0101","Schley Middle High School","Chemistry","TFS","TFS","TFS"
"2020-21","723","Schley County","0101","Schley Middle High School","Eng. Language & Comp","22","22","19"
"2020-21","723","Schley County","0101","Schley Middle High School","Environmental Science","19","19","17"
"2020-21","723","Schley County","0101","Schley Middle High School","Gov. & Pol. U.S.","12","12","6"
"2020-21","723","Schley County","SCHOOL_ALL","SCHOOL_ALL","ALL Subjects","56","82","56"
"2020-21","723","Schley County","SCHOOL_ALL","SCHOOL_ALL","Biology","20","20","8"
"2020-21","723","Schley County","SCHOOL_ALL","SCHOOL_ALL","Calculus A","TFS","TFS","TFS"
"2020-21","723","Schley County","SCHOOL_ALL","SCHOOL_ALL","Chemistry","TFS","TFS","TFS"
"2020-21","723","Schley County","SCHOOL_ALL","SCHOOL_ALL","Eng. Language & Comp","22","22","19"
"2020-21","723","Schley County","SCHOOL_ALL","SCHOOL_ALL","Environmental Science","19","19","17"
"2020-21","723","Schley County","SCHOOL_ALL","SCHOOL_ALL","Gov. & Pol. U.S.","12","12","6"
"2020-21","724","Screven County","4052","Screven County High School","ALL Subjects","42","61","46"
"2020-21","724","Screven County","4052","Screven County High School","Biology","TFS","TFS","TFS"
"2020-21","724","Screven County","4052","Screven County High School","Calculus A","11","11","9"
"2020-21","724","Screven County","4052","Screven County High School","Chemistry","10","10","7"
"2020-21","724","Screven County","4052","Screven County High School","Eng. Language & Comp","TFS","TFS","TFS"
"2020-21","724","Screven County","4052","Screven County High School","Gov. & Pol. U.S.","TFS","TFS","TFS"
