Effingham County,21.2,,,TRUE
Elbert County,19.6,,,TRUE
Emanuel County,18.6,,,TRUE
Evans County,19.11411043,,,TRUE
Fannin County,20.5,,,TRUE
Fayette County,22.8,,,TRUE
Floyd County,19.9,,,TRUE
Forsyth County,24.1,,,TRUE
Franklin County,18.5,,,TRUE
Fulton County,23.1,,,TRUE
Gainesville City,19.3,,,TRUE
Gilmer County,20.9,,,TRUE
Glascock County,19.11411043,,,TRUE
Glynn County,20.3,,,TRUE
Gordon County,20,,,TRUE
Grady County,18.5,,,TRUE
Greene County,17.3,,,TRUE
Griffin-Spalding County,18.1,,,TRUE
Gwinnett County,21.8,,,TRUE
Habersham County,19.9,,,TRUE
Hall County,20.3,,,TRUE
Hancock County,15.4,,,TRUE
Haralson County,20.6,,,TRUE
Harris County,21.1,,,TRUE
Hart County,17.8,,,TRUE
Heard County,18.2,,,TRUE
Henry County,19,,,TRUE
Houston County,20.1,,,TRUE
Irwin County,18.5,,,TRUE
Jackson County,20.8,,,TRUE
Jasper County,19.1,,,TRUE
Jeff Davis County,17.2,,,TRUE
Jefferson City,21.4,,,TRUE
Jefferson County,17.4,,,TRUE
Jenkins County,17.1,,,TRUE
Johnson County,19.11411043,,,TRUE
Jones County,20.1,,,TRUE
Lamar County,19,,,TRUE
Lanier County,19.11411043,,,TRUE
Laurens County,19.6,,,TRUE
Lee County,19.5,,,TRUE
Liberty County,18.9,,,TRUE
Lincoln County,20.2,,,TRUE
Long County,17.6,,,TRUE
Lowndes County,20.8,,,TRUE
Lumpkin County,21.7,,,TRUE
Macon County,15.6,,,TRUE
Madison County,18.5,,,TRUE
Marietta City,20.7,,,TRUE
Marion County,20.1,,,TRUE
McDuffie County,17.6,,,TRUE
McIntosh County,17.1,,,TRUE
Meriwether County,15.9,,,TRUE
Miller County,18.7,,,TRUE
Mitchell County,17.9,,,TRUE
Monroe County,20.7,,,TRUE
Montgomery County,17.4,,,TRUE
Morgan County,20.5,,,TRUE
Murray County,18.1,,,TRUE
Muscogee County,19.2,,,TRUE
Newton County,18,,,TRUE
Oconee County,23.5,,,TRUE
Oglethorpe County,19.3,,,TRUE
Paulding County,20,,,TRUE
Peach County,17.3,,,TRUE
Pelham City,16.9,,,TRUE
Pickens County,21.9,,,TRUE
Pierce County,18.8,,,TRUE
Pike County,19.8,,,TRUE
Polk County,18.3,,,TRUE
Pulaski County,16.6,,,TRUE
Putnam County,18.3,,,TRUE
Quitman County,19.11411043,,,TRUE
Rabun County,20.5,,,TRUE
Randolph County,14.3,,,TRUE
Richmond County,18.2,,,TRUE
Rockdale County,18.6,,,TRUE
Rome City,20.6,,,TRUE
Savannah-Chatham County,18.5,,,TRUE
Schley County,19,,,TRUE
Screven County,19.6,,,TRUE
Seminole County,19.11411043,,,TRUE
Social Circle City,19.4,,,TRUE
Stephens County,18.9,,,TRUE
Stewart County,15.9,,,TRUE
Sumter County,16.1,,,TRUE
Talbot County,19.11411043,,,TRUE
Taliaferro County,19.11411043,,,TRUE
Tattnall County,18.9,,,TRUE
Taylor County,19.9,,,TRUE
Telfair County,15.9,,,TRUE
Terrell County,16,,,TRUE
Thomas County,19.8,,,TRUE
Thomaston-Upson County,18.8,,,TRUE
Thomasville City,19,,,TRUE
Tift County,18.7,,,TRUE
Toombs County,18.7,,,TRUE
Towns County,21.9,,,TRUE
Treutlen County,19.11411043,,,TRUE
Trion City,20.4,,,TRUE
Troup County,19.1,,,TRUE
Turner County,17.2,,,TRUE
Twiggs County,16.9,,,TRUE
Union County,22.1,,,TRUE
Valdosta City,20.2,,,TRUE
Vidalia City,18.4,,,TRUE
Walker County,19.2,,,TRUE
Walton County,19.5,,,TRUE
Ware County,18.6,,,TRUE
Warren County,17.8,,,TRUE
Washington County,16.2,,,TRUE
Wayne County,19.4,,,TRUE
Webster County,19.11411043,,,TRUE
Wheeler County,19.11411043,,,TRUE
White County,20.6,,,TRUE
Whitfield County,18.8,,,TRUE
Wilcox County,19.9,,,TRUE
Wilkes County,16.1,,,TRUE
Wilkinson County,17.2,,,TRUE
Worth County,16.6,,,TRUE
