Sumter County,16.5,,,TRUE
Talbot County,19.41111111,,,TRUE
Taliaferro County,19.41111111,,,TRUE
Tattnall County,20.3,,,TRUE
Taylor County,19.3,,,TRUE
Telfair County,19.41111111,,,TRUE
Terrell County,16,,,TRUE
Thomas County,19.4,,,TRUE
Thomaston-Upson County,17.2,,,TRUE
Thomasville City,19.7,,,TRUE
Tift County,19.1,,,TRUE
Toombs County,17,,,TRUE
Towns County,21.4,,,TRUE
Treutlen County,19.41111111,,,TRUE
Trion City,19.6,,,TRUE
Troup County,19.7,,,TRUE
Turner County,15.3,,,TRUE
Twiggs County,19.41111111,,,TRUE
Union County,21.6,,,TRUE
Valdosta City,19.9,,,TRUE
Vidalia City,18.5,,,TRUE
Walker County,19.3,,,TRUE
Walton County,20.4,,,TRUE
Ware County,21.5,,,TRUE
Warren County,19.41111111,,,TRUE
Washington County,17.8,,,TRUE
Wayne County,18,,,TRUE
Webster County,17.1,,,TRUE
Wheeler County,19.41111111,,,TRUE
White County,21.8,,,TRUE
Whitfield County,19.5,,,TRUE
Wilcox County,15.2,,,TRUE
Wilkes County,18.1,,,TRUE
Wilkinson County,17.1,,,TRUE
Worth County,16.7,,,TRUE
,19.41111111,,,
