SCHOOL_DSTRCT_CD,SCHOOL_DSTRCT_NM,2018-19 5 year grad rate PROGRAM_TOTAL,2018-19 5 year grad rate PROGRAM_PERCENT,2018-19 5 year grad rate TOTAL_COUNT,2019-20 5 year grad rate PROGRAM_TOTAL,2019-20 5 year grad rate PROGRAM_PERCENT,2019-20 5 year grad rate TOTAL_COUNT,2020-21 5 year grad rate PROGRAM_TOTAL,2020-21 5 year grad rate PROGRAM_PERCENT,2020-21 5 year grad rate TOTAL_COUNT,2018-19 Attendance STUDENT_COUNT_ALL,2018-19 Attendance FIVE_OR_FEWER_PERCENT_ALL,2018-19 Attendance SIX_TO_FIFTEEN_PERCENT_ALL,2018-19 Attendance OVER_15_PERCENT_ALL,2018-19 Attendance CHRONIC_ABSENT_PERC_ALL,2019-20 Attendance STUDENT_COUNT_ALL,2019-20 Attendance FIVE_OR_FEWER_PERCENT_ALL,2019-20 Attendance SIX_TO_FIFTEEN_PERCENT_ALL,2019-20 Attendance OVER_15_PERCENT_ALL,2019-20 Attendance CHRONIC_ABSENT_PERC_ALL,2020-21 Attendance  STUDENT_COUNT_ALL,2020-21 Attendance FIVE_OR_FEWER_PERCENT_ALL,2020-21 Attendance SIX_TO_FIFTEEN_PERCENT_ALL,2020-21 Attendance OVER_15_PERCENT_ALL,2020-21 Attendance CHRONIC_ABSENT_PERC_ALL,2018-19 Completers PROGRAM_TOTAL,2019-20 Completers PROGRAM_TOTAL,2021-22 Completers PROGRAM_TOTAL,2018-19_Debt Services_x,2018-19_General Administration_x,2018-19_Instruction_x,2018-19_Instructional Support_x,2018-19_Maintenance and Operations_x,2018-19_Media_x,2018-19_Pupil Services_x,2018-19_Renovation and Capital Projects_x,2018-19_School Administration_x,2018-19_School food Services_x,2018-19_Transportation_x,2018-19_Debt Services_y,2018-19_General Administration_y,2018-19_Instruction_y,2018-19_Instructional Support_y,2018-19_Maintenance and Operations_y,2018-19_Media_y,2018-19_Pupil Services_y,2018-19_Renovation and Capital Projects_y,2018-19_School Administration_y,2018-19_School food Services_y,2018-19_Transportation_y,2019-20_Debt Services_x,2019-20_General Administration_x,2019-20_Instruction_x,2019-20_Instructional Support_x,2019-20_Maintenance and Operations_x,2019-20_Media_x,2019-20_Pupil Services_x,2019-20_Renovation and Capital Projects_x,2019-20_School Administration_x,2019-20_School food Services_x,2019-20_Transportation_x,2019-20_Debt Services_y,2019-20_General Administration_y,2019-20_Instruction_y,2019-20_Instructional Support_y,2019-20_Maintenance and Operations_y,2019-20_Media_y,2019-20_Pupil Services_y,2019-20_Renovation and Capital Projects_y,2019-20_School Administration_y,2019-20_School food Services_y,2019-20_Transportation_y,2020-21_Debt Services_x,2020-21_General Administration_x,2020-21_Instruction_x,2020-21_Instructional Support_x,2020-21_Maintenance and Operations_x,2020-21_Media_x,2020-21_Pupil Services_x,2020-21_Renovation and Capital Projects_x,2020-21_School Administration_x,2020-21_School food Services_x,2020-21_Transportation_x,2020-21_Debt Services_y,2020-21_General Administration_y,2020-21_Instruction_y,2020-21_Instructional Support_y,2020-21_Maintenance and Operations_y,2020-21_Media_y,2020-21_Pupil Services_y,2020-21_Renovation and Capital Projects_y,2020-21_School Administration_y,2020-21_School food Services_y,2020-21_Transportation_y,2018-19 SAT DSTRCT_AVG_SCORE_VAL,2019-20 SAT_DSTRCT_AVG_SCORE_VAL,2020-21 DSTRCT_AVG_SCORE_VAL
774,Dublin City,169,88.95,190,138,93.24,148,147,94.84,155,2492,42.3,38.8,18.9,20.7,2404,53.4,37.9,8.7,11.1,2434,43.3,21.7,34.9,35.9,168,141,119,0,1333264.24,11531533.64,1001826.29,2256422.11,377058.42,846338.46,0,1477147.44,14308.56,1210312.45,0,601.38,5201.41,451.88,1017.78,170.08,381.75,0,666.28,6.45,545.92,0,1186177.67,11610293.9,925185.64,2405799.74,276310.44,978361.71,0,1714106.3,12171.68,1396056.32,0,551.97,5402.65,430.52,1119.5,128.58,455.26,0,797.63,5.66,649.63,0,1057927.78,8297811.72,2274949.3,2129523.08,247767.78,1495823.43,13900,1604456.67,14173.72,992854.92,0,485.51,3808.08,1044.03,977.29,113.71,686.47,6.38,736.33,6.5,455.65,871,937,968
649,Early County,129,88.97,145,155,89.08,174,110,82.71,133,2037,40.8,42.3,16.9,16.3,1922,53.5,35.9,10.6,9.2,1795,43.4,40.9,15.7,18.4,124,160,133,0,660884.66,13041287.3,466924.64,2335503.26,373558.59,631437.19,0,1475689.16,31996.94,910022.47,0,342.43,6757.14,241.93,1210.11,193.55,327.17,0,764.61,16.58,471.51,0,615240.24,14155295.04,424281.47,2299483.48,404929.23,642989.9,0,1307042.8,18690.7,961073.4,0,331.84,7635,228.85,1240.28,218.41,346.81,0,704.99,10.08,518.38,0,665903.3,13006535.75,234896.77,1597766.6,354920.43,771163.47,0,1252014.29,17597.53,833296.72,0,385.36,7526.93,135.94,924.63,205.39,446.28,0,724.55,10.18,482.23,987,972,953
650,Echols County,62,100,62,43,97.73,44,50,98.04,51,867,51.9,38.2,9.9,7.6,855,68.1,28.7,3.3,3.4,888,39.3,35.9,24.8,20.9,64,43,51,0,571137.81,4917852.1,78003.49,727543.65,138163.48,204988.55,0,505187.61,9637.07,582859.65,0,681.55,5868.56,93.08,868.19,164.87,244.62,0,602.85,11.5,695.54,0,627634.12,5134927.18,74292.69,717005.89,143472.37,202696.37,0,518541.04,10477.07,675530.27,0,738.39,6041.09,87.4,843.54,168.79,238.47,0,610.05,12.33,794.74,0,589452.24,4632099.92,73344.12,562430.18,133067.66,266523.23,0,417175.73,11335.88,619623.49,0,697.58,5481.78,86.8,665.6,157.48,315.41,0,493.7,13.42,733.28,959,955,1009
651,Effingham County,815,91.47,891,750,90.47,829,793,91.46,867,12974,46,43.9,10.1,10.3,13136,58.4,36,5.6,6.1,13475,47.2,38.4,14.4,13.4,813,756,788,17352.77,3554631.16,74455563.53,4712203.58,7824492.46,2029681.74,4671889.94,368150.38,7720808.38,64994.85,5965969.81,1.42,291.43,6104.42,386.34,641.51,166.41,383.04,30.18,633.01,5.33,489.13,0,3975516.01,76627067.24,5918382.15,8717364.14,2098187.54,7782928.24,326487.86,8139082.06,60444.39,5962757.45,0,320.97,6186.59,477.83,703.81,169.4,628.36,26.36,657.12,4.88,481.41,0,4012160.02,78148606.49,5477263.67,8579176.57,2131538.53,8389738.29,314823.02,8561597.71,58246.3,6567378.94,0,320.54,6243.4,437.59,685.4,170.29,670.27,25.15,684,4.65,524.68,1072,1049,1113
652,Elbert County,165,93.75,176,157,89.71,175,169,90.86,186,3042,46.4,38.6,15,13.7,3035,57.4,34.7,7.9,6.4,3031,43.3,39.2,17.5,15.1,170,152,158,16706.32,1039573.96,17833317.11,1344755.09,2107849.63,526346.21,1641449.29,0,2468881.54,19245.22,1957504.54,5.77,358.97,6157.91,464.35,727.85,181.75,566.8,0,852.51,6.65,675.93,0,1084981.49,19092936.75,1446670.58,2070304.9,553890.73,1524774.13,17682,2623586.83,21629.98,1795805.3,0,369.92,6509.7,493.24,705.87,188.85,519.87,6.03,894.51,7.37,612.28,74411.96,1046819.03,18227215.49,1396880.17,2090793.44,432018.95,1594235.46,0,2398001.53,22265.69,1687423.31,25.22,354.73,6176.62,473.36,708.5,146.4,540.24,0,812.61,7.55,571.81,1008,968,1019
653,Emanuel County,222,85.38,260,231,84.93,272,234,90.7,258,4260,46.9,37.6,15.5,16.1,4136,56.2,35.3,8.4,8.5,4101,46,37.3,16.7,15.8,216,233,213,0,1283097.41,23219688.68,998992.18,2819674.1,660742.31,2045692.6,126573,2632035.36,27618.07,2073432.45,0,315.96,5717.73,246,694.33,162.7,503.74,31.17,648.12,6.8,510.57,0,1442692.47,25374802.25,1072293.32,2817442.9,708345.9,2162835.73,13156,2797505.66,114214.01,1970122.55,0,365.52,6428.88,271.67,713.82,179.46,547.97,3.33,708.77,28.94,499.14,0,1455342.64,25303712.3,1009955.99,1088002.31,716761.38,2296233.56,0,2762076.2,446342.91,1948140.43,0,371.74,6463.27,257.97,277.91,183.08,586.52,0,705.51,114.01,497.61,1012,968,1006
654,Evans County,97,85.84,113,107,81.68,131,104,85.25,122,1970,44.8,38.3,17,18.1,1943,53.6,34.3,12,13.1,1915,38.1,33.4,28.6,33,97,109,114,0,635286.68,8782742.99,857813.08,1909507.07,330921.89,832244.38,0,1504301.46,21226.83,1034174,0,347.34,4801.94,469.01,1044.02,180.93,455.03,0,822.47,11.61,565.43,0,934488.96,10164959.28,751033.69,1893995.52,404608.17,882888.94,0,1505605.26,56398.06,937870,0,500.26,5441.63,402.05,1013.92,216.6,472.64,0,806,30.19,502.07,0,727646.08,8683843.8,687074.13,1797367.86,375648.08,1278801.84,0,1512995.71,98234.55,661579.69,0,401.79,4795.05,379.39,992.47,207.43,706.13,0,835.45,54.24,365.31,1038,950,1075
655,Fannin County,186,95.88,194,217,95.18,228,174,92.06,189,3109,43.5,39.9,16.7,16,3049,58.1,33.8,8.1,9.1,2963,34.5,43.1,22.4,21.4,188,217,179,0,1214924.6,21265731.5,1396022.54,2829610.85,729541.08,1202690.93,0,2417127.88,17636.7,2402985.28,0,411.42,7201.4,472.75,958.22,247.05,407.28,0,818.53,5.97,813.74,0,1498261.68,22450621.68,1514182.56,2633736.21,735631.71,1121760.01,0,2467102.5,15218.28,2073112.93,0,525.89,7880.18,531.48,924.44,258.21,393.74,0,865.95,5.34,727.66,0,1514585.5,21211300.38,1498522.16,2598616.13,739663.87,1206450.53,0,2246189.3,15597.44,2020929.77,0,537.47,7527.08,531.77,922.15,262.48,428.12,0,797.09,5.53,717.15,1061,1043,1089
656,Fayette County,1671,92.94,1798,1612,94.16,1712,1626,93.13,1746,21174,53.5,37.2,9.4,9.3,21132,65.5,29.5,4.9,4.7,20732,59,30.2,10.8,10.1,1696,1595,1566,0,2917856.93,141175215.6,11890075.66,14841650.77,3399227.72,12236314.45,0,13816214.68,62553.23,8214235.11,0,143.38,6937.02,584.25,729.28,167.03,601.26,0,678.9,3.07,403.63,0,2931332.78,151470592.1,13316789.57,15311727.88,3552749.74,12537180.34,0,14458273.01,102056.25,7861612.31,0,142.79,7378.37,648.68,745.86,173.06,610.71,0,704.29,4.97,382.95,0,3493326.55,150870843.8,13217286.36,15782662.36,3551584.06,12988268.56,0,14617618.88,98053.39,7409952.93,0,175.18,7565.86,662.82,791.47,178.1,651.33,0,733.04,4.92,371.59,1111,1101,1154
657,Floyd County,602,93.92,641,620,95.09,652,630,94.45,667,9967,58.4,33,8.7,9.6,9704,68.6,26.3,5.1,6.1,9398,45.9,37.2,16.9,18.4,603,611,535,0,2758468.46,65011331.77,3451857.39,9305497.05,1477861.43,3093048.25,0,7309202.13,114058.22,5483422.3,0,295.85,6972.47,370.21,998.02,158.5,331.73,0,783.91,12.23,588.1,0,3711284.79,63876200.88,3745390.52,10711752.63,1536531.41,3299539.02,0,7709098.29,115584.56,5240606.71,0,402.7,6931.01,406.4,1162.3,166.72,358.02,0,836.49,12.54,568.64,0,3009829.7,62477576.14,3094031.72,8503045.17,1531154.93,3402842.12,0,6798584.7,107082.94,5350109.06,0,335.81,6970.61,345.2,948.68,170.83,379.65,0,758.52,11.95,596.91,1047,1064,1082
658,Forsyth County,3405,95.97,3548,3508,97.01,3616,3762,97.23,3869,51013,55.9,37.3,6.7,5.7,51917,63.7,31.4,4.8,4.1,52823,56.4,32.1,11.5,10.1,3409,3517,3946,2369950,3957526.78,324890570.5,18645924.38,35470617.79,3575448.34,8821910.18,1950,27002311.42,128234.87,21553365.42,47.97,80.11,6576.2,377.42,717.97,72.37,178.57,0.04,546.56,2.6,436.27,2371450,4207633.32,351177129.8,21010115.56,35894818.66,3686065.92,10388062.32,747401.5,28947068.47,850455,20723511.76,46.7,82.85,6915.11,413.72,706.81,72.58,204.55,14.72,570,16.75,408.07,1000,4186432.34,354426214.6,21826624.1,34332219.64,3490483.9,11065528.81,0,29210174.58,456102.46,16978682.22,0.02,81.39,6890.63,424.35,667.47,67.86,215.13,0,567.89,8.87,330.09,1133,1130,1178
659,Franklin County,236,91.83,257,253,92,275,238,92.61,257,3879,43.9,41.3,14.8,17.3,3826,56.5,34.8,8.7,9.5,3835,24.7,38.8,36.5,35.2,237,248,232,0,963456.61,25028984.86,1859684.97,2420163.03,621579.75,1495131.31,0,2279735.74,25632.94,3136487.25,0,266.96,6935.16,515.29,670.59,172.23,414.28,0,631.68,7.1,869.07,0,1219796.82,26177225.11,1772588.83,2646240.07,617614.14,1392183.87,0,2454694.03,25176.51,2895048.03,0,339.97,7295.77,494.03,737.53,172.13,388.01,0,684.14,7.02,806.87,0,1156614.23,21990206.78,1525662.86,2526953.61,504786.88,1586048.14,0,2356719.9,29051.23,2561861,0,324.25,6164.9,427.72,708.43,141.52,444.64,0,660.7,8.14,718.21,993,986,1059
660,Fulton County,7056,89.12,7917,6742,87.14,7737,6813,89.72,7594,101671,54.1,35.3,10.6,12.2,99581,62.1,30.6,7.3,8.9,95026,34.9,26.9,38.2,38.1,7033,6640,6955,0,24545810.46,648201294.9,76544190.18,84288773.79,15326802.71,64982069.88,6872347.02,60161479.23,11278.28,56319065.57,0,261,6892.39,813.9,896.25,162.97,690.96,73.07,639.7,0.12,598.85,0,18646219.06,679941359.2,81022086.85,87051396.04,15366626.55,66459041.34,122791.31,60285089.24,11132.25,53692259.82,0,199.28,7266.89,865.93,930.36,164.23,710.28,1.31,644.3,0.12,573.84,0,22751812.82,658853281.5,81764405.14,69317084.65,17082961.53,70371081.82,10439.21,59681791.98,9724.82,48689732.67,0,256.2,7419.1,920.72,780.55,192.36,792.42,0.12,672.05,0.11,548.28,1036,1033,1098
776,Gainesville City,455,83.03,548,483,88.95,543,468,87.97,532,8452,50.5,35.7,13.8,13.9,8375,57.9,31.9,10.2,10.2,8218,47.2,30.8,22,21.9,454,465,493,0,2470290.28,46415973.96,3193609.06,6138708.34,974238.72,2238031.6,0,4713344.27,42417.11,3633935.92,0,290.49,5458.13,375.54,721.86,114.56,263.17,0,554.25,4.99,427.32,0,2686345.69,47276105.47,3823560.35,6763966.36,1097140.42,2608508.58,0,5872395.56,80007.08,4214606.33,0,313.02,5508.75,445.53,788.16,127.84,303.95,0,684.27,9.32,491.1,0,2703228.63,46920032.32,4659946.67,6660219.7,1059854.84,2499011.14,0,5987274.27,44620.66,3421586.12,0,332.34,5768.38,572.9,818.81,130.3,307.23,0,736.08,5.49,420.65,971,984,1054
661,Gilmer County,281,93.05,302,263,91.32,288,240,94.86,253,4326,35.6,44.5,19.8,19.6,4289,52.7,36.7,10.6,11.4,4230,38.9,38.9,22.2,22.5,288,263,256,806.25,1201552.6,25959138.23,1117620.99,4034981.39,737108.37,1481480.7,0,2866897.44,34228.34,2705252.64,0.19,286.9,6198.46,266.86,963.46,176,353.74,0,684.55,8.17,645.95,0,1258737.12,27463340.18,1297085.8,3571472.65,663629.26,1709672.7,0,2800205.71,37015.89,2716701.89,0,301.13,6570.18,310.31,854.42,158.76,409.01,0,669.91,8.86,649.93,2362.5,1249256.98,26363275.22,742326.82,3439871.99,600930.86,1241952.41,0,2752323.27,33462.98,2294936.73,0.57,302.78,6389.55,179.91,833.71,145.64,301.01,0,667.07,8.11,556.21,1021,1003,993
662,Glascock County,33,91.67,36,36,94.74,38,41,97.62,42,560,38.9,45.7,15.4,13.6,548,48,41.4,10.6,9.1,552,50,35.1,14.9,13.4,33,35,36,0,505763.51,3179477.67,177118.09,540795.74,126877.3,238965.46,0,327612.28,4282.41,439792.55,0,919.57,5780.87,322.03,983.26,230.69,434.48,0,595.66,7.79,799.62,0,500672.8,3526134.46,180269.78,566155.94,122152.59,249051.78,0,388330,3493.04,426941.91,0,951.85,6703.68,342.72,1076.34,232.23,473.48,0,738.27,6.64,811.68,0,533986.12,3469301.09,186516.38,579780.73,120920.95,251185.37,0,378783.1,3569.83,423892.07,0,1009.43,6558.23,352.58,1095.99,228.58,474.83,0,716.04,6.75,801.31,1027,1025,1031
663,Glynn County,755,93.21,810,779,93.74,831,768,94.12,816,14065,48.7,39.2,12.1,13.5,13842,56.3,35.8,7.9,8.9,13533,51.6,33.9,14.5,16.2,765,781,785,16812.12,2478245.78,86784765.83,6507736.82,12431691.84,2148762.59,3860047.84,0,7267717.28,74137.06,5846645.43,1.3,190.94,6686.55,501.41,957.83,165.56,297.41,0,559.96,5.71,450.47,309940.73,2293607.8,91354183.28,6011322.89,13181773.61,2167223.37,3774684.67,368814.39,7976115.13,79083,5840987.9,23.8,176.13,7015.37,461.63,1012.27,166.43,289.87,28.32,612.51,6.07,448.55,309940.73,2095976.42,85546724.55,5643810.85,13285251.32,2147272.24,4370741.14,30789.07,8005044.55,84175.35,5365133.89,24.73,167.24,6825.72,450.32,1060.02,171.33,348.74,2.46,638.72,6.72,428.08,1040,1053,1108
664,Gordon County,463,93.35,496,463,93.91,493,422,97.24,434,6810,47.7,38.3,14,14.6,6649,54.8,34.8,10.4,10.7,6496,28.1,35.3,36.5,35.8,465,463,435,0,1325312.31,38729245.29,2232284.05,5693371.36,888644.04,1899657.01,0,4705937.99,27896.8,3400732.35,0,205.89,6016.66,346.79,884.48,138.05,295.12,0,731.08,4.33,528.31,0,1420893.64,40499738.01,2749299.71,6166721.47,979521.25,1832944.11,0,4889940.04,29558,3315795.67,0,224.22,6391,433.85,973.13,154.57,289.24,0,771.65,4.66,523.24,0,1644569.5,40092666.03,2588668.95,6149151.67,949390.84,1890719.18,0,3522900.76,29956.82,3465162.07,0,269.56,6571.49,424.3,1007.89,155.61,309.9,0,577.43,4.91,567.97,997,1011,1033
665,Grady County,281,90.94,309,246,91.11,270,263,92.93,283,4767,50.5,37.7,11.7,11,4688,61.8,30.9,7.3,6.5,4582,53.1,33.8,13.1,13.2,277,251,270,0,790461.2,25354096.73,1696909.2,3284079.42,848518.49,1489609.49,0,2843194.11,27998.94,1789367.17,0,174.53,5598.17,374.68,725.12,187.35,328.9,0,627.78,6.18,395.09,410793.78,827356.77,26521595.75,1911225.74,3770938.6,808914.71,1548901.51,0,2922727.53,29742.17,1688969.88,89.67,180.61,5789.48,417.21,823.17,176.58,338.11,0,638.01,6.49,368.69,885645.29,828153.41,24857629.93,1724417.7,3366189.78,838056.3,1467596.95,0,2771944.43,27270.42,1594885.47,200.6,187.58,5630.27,390.58,762.44,189.82,332.41,0,627.85,6.18,361.24,974,923,957
666,Greene County,121,85.82,141,146,90.68,161,153,95.03,161,2576,51.6,35.6,12.8,11.7,2544,63.8,30,6.1,5.1,2522,45.8,35.9,18.3,16.1,123,141,136,0,1347267,13571024.71,963980.99,2066583.37,557811.12,826435.62,0,1641844.1,26068.53,1744604.44,0,547.89,5518.92,392.02,840.42,226.84,336.09,0,667.69,10.6,709.48,0,1439554.77,14111307.18,958644.63,1993866.96,452426.38,998138.15,0,1371976.34,20968.49,1547475.87,0,577.21,5658.1,384.38,799.47,181.41,400.22,0,550.11,8.41,620.48,0,1593075.32,14137677.83,805922.46,1784292.17,319082.94,1153322.4,0,1331902.14,21172.7,713555.98,0,649.44,5763.42,328.55,727.39,130.08,470.17,0,542.97,8.63,290.89,956,988,
726,Griffin-Spalding County,635,89.19,712,639,91.29,700,554,86.29,642,11027,45.8,39.1,15.1,16.6,10842,55.1,35.2,9.7,12.2,10232,40.1,28.2,31.6,33.8,637,631,557,0,2222255.31,57777249.86,6511489.33,8474517.35,1668642.99,2130708.34,0,8583702.59,66707.02,5302203.52,0,224.09,5826.08,656.6,854.54,168.26,214.85,0,865.55,6.73,534.66,0,2314197.29,60400508.84,7429636.83,9289855.92,1761467.62,2413966.98,0,8787203.11,66835.54,4853506.21,0,236.63,6175.92,759.68,949.88,180.11,246.83,0,898.49,6.83,496.27,0,2371841.42,59320791.84,8029615.47,8822594.86,1710625.25,2785361.95,0,5308291.9,66222.56,5214640.74,0,254.46,6364.21,861.45,946.53,183.52,298.83,0,569.5,7.1,559.45,959,959,1000
667,Gwinnett County,12072,84.45,14295,12156,85.97,14140,12255,85.96,14257,195746,59.7,31.4,8.9,9.4,195131,68.5,25.7,5.7,6.4,191293,73.5,18.3,8.2,8.6,11603,12023,12474,0,38517034.9,1093668247,94084680.84,122409402.8,23222805.23,54878944.94,62076.75,143281328,467121.1,113509355.4,0,207.74,5898.52,507.43,660.2,125.25,295.98,0.33,772.76,2.52,612.19,0,35053378.33,1141549155,100651771.5,130025512.8,24030338.14,56597501.45,51872.99,149343569.9,500072.62,113862760,0,187.36,6101.44,537.97,694.97,128.44,302.51,0.28,798.22,2.67,608.58,0,37237039.97,1135361374,104001902,127861648.3,23066979.9,55892840.35,49862.03,148006807.2,490801.67,101246870.7,0,202.17,6164.11,564.65,694.19,125.24,303.45,0.27,803.56,2.66,549.69,1069,1077,1128
668,Habersham County,421,93.35,451,451,95.75,471,454,98.91,459,7272,54.5,36.1,9.3,10.2,7225,64.3,30.5,5.2,6,7100,58.6,32.2,9.3,13.1,436,432,469,698.75,1048952.01,45833437.38,3056664.3,8445771.6,1630161.93,1801252.29,0,4803373.14,36685,4280505.06,0.1,151.65,6626.2,441.91,1221.02,235.67,260.41,0,694.43,5.3,618.84,752.5,1110183.11,51124562.69,2051678.15,7585518.36,1673159.76,2332408.79,0,5083839.53,42966.27,4145315.76,0.11,158.12,7281.66,292.22,1080.4,238.31,332.2,0,724.09,6.12,590.42,1752.5,1077072.75,48904655.66,2213542.61,6069106.87,1167322.77,2168360.59,0,5045607.76,48724.23,4162055.82,0.26,157.28,7141.45,323.24,886.26,170.46,316.64,0,736.8,7.12,607.78,1029,1060,1107
669,Hall County,1810,89.74,2017,1980,90.49,2188,1838,89.7,2049,28732,43.2,42.1,14.6,13.6,28619,52.6,37.9,9.5,9.3,28312,47.4,34.8,17.8,18.5,1821,1966,1878,0,3650703.35,170976922.8,12535140.79,16755016.15,4661138.98,11329768.08,0,16830354.06,125352.74,15792758.74,0,130.71,6121.84,448.82,599.91,166.89,405.66,0,602.61,4.49,565.46,0,5427225.45,181265724.1,13456394.42,18566228.41,5116280.9,12203092.76,0,17695740.07,149621.33,13839195.5,0,193.3,6456.02,479.27,661.26,182.22,434.63,0,630.26,5.33,492.9,0,3494863.03,176149856.6,12866273.07,9291946.09,4317160.29,12170220.11,0,17632896.49,126016.03,8660675.34,0,125.56,6328.59,462.25,333.83,155.1,437.24,0,633.5,4.53,311.15,1024,1039,1106
670,Hancock County,64,82.05,78,55,90.16,61,55,88.71,62,850,39.3,41.1,19.6,20.4,800,45.1,38.9,16,14.8,794,85.6,11,3.4,3.4,66,54,42,0,644065.2,4892315.1,868256.82,1723174.42,171536.74,300145.48,0,862754.79,11417.49,779351.91,0,814.24,6184.97,1097.67,2178.48,216.86,379.45,0,1090.71,14.43,985.27,0,817839.58,5048240.27,862595.81,1894242.29,194731.39,263942.58,0,663413.03,14215.57,725445.55,0,1099.25,6785.27,1159.4,2546.02,261.74,354.76,0,891.68,19.11,975.06,0,831384.18,4534976.62,1104359.61,1945791.72,193993.07,201952.59,0,749202.99,11282.12,855973.95,0,1114.46,6079.06,1480.37,2608.3,260.04,270.71,0,1004.29,15.12,1147.42,822,883,
671,Haralson County,212,99.07,214,209,98.12,213,200,97.56,205,3499,52.3,40.4,7.3,12,3411,63.4,32.3,4.4,8.4,3447,53.3,36.1,10.6,13.4,204,213,208,0,1056118.67,22299195.14,1168240.01,2631715.63,684046.46,1048435.94,0,2288572.32,20084.95,1860815.69,0,332.43,7018.95,367.72,828.37,215.31,330.01,0,720.36,6.32,585.71,0,1292101.18,23712712.12,1257424.93,2904186.22,712474.85,1100858.31,0,2466805.82,20290.86,1858586.25,0,408.63,7499.28,397.67,918.46,225.32,348.15,0,780.14,6.42,587.79,0,1322032.41,22716789.05,1235456.38,2237000.05,709245.86,1146800.63,0,2446379.82,18561.66,1803551.82,0,422.24,7255.44,394.59,714.47,226.52,366.27,0,781.34,5.93,576.03,1003,991,1079
672,Harris County,392,94,417,398,91.08,437,415,93.68,443,5481,57.6,34.4,8,7.6,5552,65.9,29.2,4.9,6.7,5555,34.8,39.2,26,23.7,384,383,360,0,1833409.21,32328006.36,1353407.2,3972508.28,895123.01,2672092.01,0,3676371.14,34275.23,4462238.07,0,349.15,6156.54,257.74,756.52,170.47,508.87,0,700.13,6.53,849.79,0,1761587.59,34339529,1840855,3839526.04,952138.41,2710996.2,32000,4084540.24,43067.49,4432340.09,0,329.95,6431.83,344.79,719.15,178.34,507.77,5.99,765.04,8.07,830.18,0,1878556,33504462.42,1933757.97,3241226.19,919181.12,2723575.57,0,3690857.7,30960.48,5208963.53,0,353.38,6302.57,363.76,609.71,172.91,512.34,0,694.29,5.82,979.87,1043,1053,1125
673,Hart County,223,96.12,232,219,95.22,230,223,96.96,230,3637,46,41.7,12.2,10.8,3595,56.1,36.7,7.2,7.5,3562,46.2,38.1,15.7,16.5,224,217,231,0,789598.54,21180017.03,953169.87,3665697.68,512276.88,1429543.95,0,2262086.92,23734.67,2231695.72,0,228.27,6123.16,275.56,1059.76,148.1,413.28,0,653.97,6.86,645.19,0,735224.61,22415392.49,1345614.05,3421708.23,519966.6,1297703.2,0,2365119.86,23443.39,2013212.85,0,211.88,6459.77,387.79,986.08,149.85,373.98,0,681.59,6.76,580.18,0,763405.83,21299176.23,1258362.58,2706720.26,506382.43,1236765.76,0,2309044.09,25363.68,1735473.23,0,225.46,6290.37,371.64,799.39,149.55,365.26,0,681.94,7.49,512.54,959,977,1051
674,Heard County,148,85.06,174,136,89.47,152,132,94.96,139,2129,49.8,39,11.2,11.5,2115,62.8,30.9,6.2,6.6,2135,48,34.9,17.1,16.9,149,138,155,0,1034576.11,11630592.59,666724.92,2119678.75,435132.59,621551.26,537050.96,1629260.36,11308.57,1120748.57,0,520.15,5847.46,335.21,1065.7,218.77,312.49,270.01,819.14,5.69,563.47,0,1054559.24,12682229.74,575567.75,2253618.37,502486.05,727534.14,0,1749399.23,13759.16,997951.4,0,526.75,6334.78,287.5,1125.68,250.99,363.4,0,873.83,6.87,498.48,0,1158407.22,11663076.27,575263.16,2013285.11,366954.31,773415.76,0,1684044.27,13474.24,951353.72,0,585.35,5893.42,290.68,1017.32,185.42,390.81,0,850.96,6.81,480.72,1000,994,1039
675,Henry County,3273,88.6,3694,3298,89.55,3683,3311,89.75,3689,47507,48.9,39.3,11.8,13.9,47246,60,33,7,8.7,45579,54,26.7,19.2,21.5,3203,3336,3308,0,4959401.17,258272381.9,14438300.98,33340199.24,6084627.03,15620683.25,0,28742000.37,97776.07,20403426.49,0,115.85,6032.99,337.26,778.79,142.13,364.88,0,671.39,2.28,476.6,0,5009937.54,272507959.5,16333541,36935896.53,6208693.84,15979797.97,0,29628603.47,109922.91,18617415.94,0,116.02,6310.68,378.25,855.35,143.78,370.06,0,686.13,2.55,431.14,0,4815042.15,269431839.4,16656158.17,33485262.61,5940606.28,16952355.65,290750,29886202.63,95523.07,15238355.81,0,113.43,6347.19,392.38,788.84,139.95,399.36,6.85,704.05,2.25,358.98,994,999,1032
676,Houston County,1869,89.51,2088,1951,92.46,2110,1917,90.3,2123,31656,51.1,39.2,9.7,10.3,31897,62.6,31.4,6,6.7,31290,38.8,36.2,25,23.8,1872,1964,1887,0,4418022.05,181469873.9,11095021.38,23286015.44,4056044.01,11963526.37,0,20689301.7,0,14042014.28,0,152.16,6249.82,382.11,801.97,139.69,412.02,0,712.54,0,483.61,0,4137172.92,193144747.2,11435452.29,24147727.73,4211286.88,14655555.84,0,21746332.53,0,13281712.88,0,140.17,6543.95,387.45,818.15,142.68,496.55,0,736.79,0,450,0,4135729.93,189171403.8,11537575.17,22933845.73,3785622.63,13854070.46,0,20672935.45,0,15865609.87,0,142.84,6533.74,398.49,792.11,130.75,478.5,0,714.02,0,547.98,1042,1045,1096
